source_file,feature,lag_samples,autocorrelation
hai-train1.csv,P1_PCV02D,1,0.9923849026504297
hai-train1.csv,P1_PCV02D,10,0.7202779597507367
hai-train1.csv,P1_PCV02D,60,0.005005226025650641
hai-train1.csv,P1_PCV02D,300,-0.0004060919830659593
hai-train1.csv,P1_PCV02Z,1,0.998141320343023
hai-train1.csv,P1_PCV02Z,10,0.9705898105329606
hai-train1.csv,P1_PCV02Z,60,0.9080649828056352
hai-train1.csv,P1_PCV02Z,300,0.8644482647178279
hai-train1.csv,P1_PIT01,1,0.9989754403278386
hai-train1.csv,P1_PIT01,10,0.9691528947419563
hai-train1.csv,P1_PIT01,60,0.5930773327049818
hai-train1.csv,P1_PIT01,300,0.3035421749273249
hai-train1.csv,P1_PIT01_HH,1,
hai-train1.csv,P1_PIT01_HH,10,
hai-train1.csv,P1_PIT01_HH,60,
hai-train1.csv,P1_PIT01_HH,300,
hai-train1.csv,P1_PIT02,1,0.9982498783586282
hai-train1.csv,P1_PIT02,10,0.9928217876089368
hai-train1.csv,P1_PIT02,60,0.9072096550574656
hai-train1.csv,P1_PIT02,300,0.27376561483628786
hai-train1.csv,P1_PP01AD,1,
hai-train1.csv,P1_PP01AD,10,
hai-train1.csv,P1_PP01AD,60,
hai-train1.csv,P1_PP01AD,300,
hai-train1.csv,P1_PP01AR,1,
hai-train1.csv,P1_PP01AR,10,
hai-train1.csv,P1_PP01AR,60,
hai-train1.csv,P1_PP01AR,300,
hai-train1.csv,P1_PP01BD,1,
hai-train1.csv,P1_PP01BD,10,
hai-train1.csv,P1_PP01BD,60,
hai-train1.csv,P1_PP01BD,300,
hai-train1.csv,P1_PP01BR,1,
hai-train1.csv,P1_PP01BR,10,
hai-train1.csv,P1_PP01BR,60,
hai-train1.csv,P1_PP01BR,300,
hai-train1.csv,P1_PP02D,1,
hai-train1.csv,P1_PP02D,10,
hai-train1.csv,P1_PP02D,60,
hai-train1.csv,P1_PP02D,300,
hai-train1.csv,P1_PP02R,1,
hai-train1.csv,P1_PP02R,10,
hai-train1.csv,P1_PP02R,60,
hai-train1.csv,P1_PP02R,300,
hai-train1.csv,P1_PP04,1,0.9999688211327551
hai-train1.csv,P1_PP04,10,0.9979687758734793
hai-train1.csv,P1_PP04,60,0.9817204457374745
hai-train1.csv,P1_PP04,300,0.8116243184933678
hai-train1.csv,P1_PP04D,1,0.9988612213589737
hai-train1.csv,P1_PP04D,10,0.9886120049683642
hai-train1.csv,P1_PP04D,60,0.9316650734673737
hai-train1.csv,P1_PP04D,300,0.6581581436849071
hai-train1.csv,P1_PP04SP,1,0.9999993863751682
hai-train1.csv,P1_PP04SP,10,0.999951290781057
hai-train1.csv,P1_PP04SP,60,0.9994630100724194
hai-train1.csv,P1_PP04SP,300,0.9971054522622651
hai-train1.csv,P1_SOL01D,1,
hai-train1.csv,P1_SOL01D,10,
hai-train1.csv,P1_SOL01D,60,
hai-train1.csv,P1_SOL01D,300,
hai-train1.csv,P1_SOL03D,1,
hai-train1.csv,P1_SOL03D,10,
hai-train1.csv,P1_SOL03D,60,
hai-train1.csv,P1_SOL03D,300,
hai-train1.csv,P1_STSP,1,
hai-train1.csv,P1_STSP,10,
hai-train1.csv,P1_STSP,60,
hai-train1.csv,P1_STSP,300,
hai-train1.csv,P1_TIT01,1,0.9999465773875343
hai-train1.csv,P1_TIT01,10,0.9997059410445719
hai-train1.csv,P1_TIT01,60,0.9916095297852368
hai-train1.csv,P1_TIT01,300,0.8396151307998068
hai-train1.csv,P1_TIT02,1,0.9999724721756685
hai-train1.csv,P1_TIT02,10,0.9997471870293956
hai-train1.csv,P1_TIT02,60,0.9919764622725523
hai-train1.csv,P1_TIT02,300,0.83041330931096
hai-train1.csv,P1_TIT03,1,0.9994087257549262
hai-train1.csv,P1_TIT03,10,0.9940972085678387
hai-train1.csv,P1_TIT03,60,0.9676593518783835
hai-train1.csv,P1_TIT03,300,0.8658630729191027
hai-train1.csv,P2_24Vdc,1,0.25070217293046754
hai-train1.csv,P2_24Vdc,10,0.04324337348585217
hai-train1.csv,P2_24Vdc,60,0.03729381040406797
hai-train1.csv,P2_24Vdc,300,0.036152527721693445
hai-train1.csv,P2_ATSW_Lamp,1,0.9998692056556863
hai-train1.csv,P2_ATSW_Lamp,10,0.9986920457022411
hai-train1.csv,P2_ATSW_Lamp,60,0.9921519122970524
hai-train1.csv,P2_ATSW_Lamp,300,0.9607508641833934
hai-train1.csv,P2_AutoGO,1,0.9998692073340566
hai-train1.csv,P2_AutoGO,10,0.9986920624858506
hai-train1.csv,P2_AutoGO,60,0.9921520129954664
hai-train1.csv,P2_AutoGO,300,0.9607513675974134
hai-train1.csv,P2_AutoSD,1,0.9999117402931408
hai-train1.csv,P2_AutoSD,10,0.9991173827098401
hai-train1.csv,P2_AutoSD,60,0.994703621967833
hai-train1.csv,P2_AutoSD,300,0.9735018980249764
hai-train1.csv,P2_Emerg,1,
hai-train1.csv,P2_Emerg,10,
hai-train1.csv,P2_Emerg,60,
hai-train1.csv,P2_Emerg,300,
hai-train1.csv,P2_MASW,1,0.9998692073340566
hai-train1.csv,P2_MASW,10,0.9986920624858506
hai-train1.csv,P2_MASW,60,0.9921520129954664
hai-train1.csv,P2_MASW,300,0.9607513675974134
hai-train1.csv,P2_MASW_Lamp,1,0.9998692073340566
hai-train1.csv,P2_MASW_Lamp,10,0.9986920624858506
hai-train1.csv,P2_MASW_Lamp,60,0.9921520129954664
hai-train1.csv,P2_MASW_Lamp,300,0.9607513675974134
hai-train1.csv,P2_ManualGO,1,0.9998692056556863
hai-train1.csv,P2_ManualGO,10,0.9986920457022411
hai-train1.csv,P2_ManualGO,60,0.9921519122970524
hai-train1.csv,P2_ManualGO,300,0.9607508641833934
hai-train1.csv,P2_ManualSD,1,0.9999865778144175
hai-train1.csv,P2_ManualSD,10,0.9998657743387737
hai-train1.csv,P2_ManualSD,60,0.9991945190742297
hai-train1.csv,P2_ManualSD,300,0.9959695365564701
hai-train1.csv,P2_OnOff,1,
hai-train1.csv,P2_OnOff,10,
hai-train1.csv,P2_OnOff,60,
hai-train1.csv,P2_OnOff,300,
hai-train1.csv,P2_RTR,1,
hai-train1.csv,P2_RTR,10,
hai-train1.csv,P2_RTR,60,
hai-train1.csv,P2_RTR,300,
hai-train1.csv,P2_SCO,1,0.9999382684430441
hai-train1.csv,P2_SCO,10,0.9987002418544814
hai-train1.csv,P2_SCO,60,0.9916588947626434
hai-train1.csv,P2_SCO,300,0.9578830053422469
hai-train1.csv,P2_SCST,1,0.8680971737275945
hai-train1.csv,P2_SCST,10,0.7792100398838584
hai-train1.csv,P2_SCST,60,0.5386769851620414
hai-train1.csv,P2_SCST,300,0.3379968898713766
hai-train1.csv,P2_SIT01,1,0.9994715541087474
hai-train1.csv,P2_SIT01,10,0.9956654977425624
hai-train1.csv,P2_SIT01,60,0.9727188159979748
hai-train1.csv,P2_SIT01,300,0.9264858086861595
hai-train1.csv,P2_TripEx,1,
hai-train1.csv,P2_TripEx,10,
hai-train1.csv,P2_TripEx,60,
hai-train1.csv,P2_TripEx,300,
hai-train1.csv,P2_VIBTR01,1,0.44350757966334153
hai-train1.csv,P2_VIBTR01,10,0.29967879532298913
hai-train1.csv,P2_VIBTR01,60,0.30217147185285204
hai-train1.csv,P2_VIBTR01,300,0.2916868734114036
hai-train1.csv,P2_VIBTR02,1,0.3265461711347313
hai-train1.csv,P2_VIBTR02,10,0.24387028210425593
hai-train1.csv,P2_VIBTR02,60,0.24603047850909562
hai-train1.csv,P2_VIBTR02,300,0.2354540826719703
hai-train1.csv,P2_VIBTR03,1,0.7113579847602218
hai-train1.csv,P2_VIBTR03,10,0.6340765049290843
hai-train1.csv,P2_VIBTR03,60,0.6254825955955557
hai-train1.csv,P2_VIBTR03,300,0.6125642627273312
hai-train1.csv,P2_VIBTR04,1,0.7616383146634345
hai-train1.csv,P2_VIBTR04,10,0.6974587801576582
hai-train1.csv,P2_VIBTR04,60,0.6857351570716662
hai-train1.csv,P2_VIBTR04,300,0.6572018257380096
hai-train1.csv,P2_VT01,1,0.30330813157292846
hai-train1.csv,P2_VT01,10,0.13052732813168458
hai-train1.csv,P2_VT01,60,0.13683589820673067
hai-train1.csv,P2_VT01,300,0.13277657352249253
hai-train1.csv,P2_VTR01,1,
hai-train1.csv,P2_VTR01,10,
hai-train1.csv,P2_VTR01,60,
hai-train1.csv,P2_VTR01,300,
hai-train1.csv,P2_VTR02,1,
hai-train1.csv,P2_VTR02,10,
hai-train1.csv,P2_VTR02,60,
hai-train1.csv,P2_VTR02,300,
hai-train1.csv,P2_VTR03,1,
hai-train1.csv,P2_VTR03,10,
hai-train1.csv,P2_VTR03,60,
hai-train1.csv,P2_VTR03,300,
hai-train1.csv,P2_VTR04,1,
hai-train1.csv,P2_VTR04,10,
hai-train1.csv,P2_VTR04,60,
hai-train1.csv,P2_VTR04,300,
hai-train1.csv,P3_FIT01,1,0.9930576260836586
hai-train1.csv,P3_FIT01,10,0.8065192865644044
hai-train1.csv,P3_FIT01,60,-0.1389682365702844
hai-train1.csv,P3_FIT01,300,0.0010163273967850636
hai-train1.csv,P3_LCP01D,1,0.9992433455836159
hai-train1.csv,P3_LCP01D,10,0.9418251437815216
hai-train1.csv,P3_LCP01D,60,0.19268651712112006
hai-train1.csv,P3_LCP01D,300,-0.04000673542208175
hai-train1.csv,P3_LCV01D,1,0.9991720163784921
hai-train1.csv,P3_LCV01D,10,0.9379923350776851
hai-train1.csv,P3_LCV01D,60,0.23089245599924102
hai-train1.csv,P3_LCV01D,300,-0.020477694999733953
hai-train1.csv,P3_LH01,1,
hai-train1.csv,P3_LH01,10,
hai-train1.csv,P3_LH01,60,
hai-train1.csv,P3_LH01,300,
hai-train1.csv,P3_LIT01,1,0.99985866102245
hai-train1.csv,P3_LIT01,10,0.996487206933816
hai-train1.csv,P3_LIT01,60,0.9437401801981102
hai-train1.csv,P3_LIT01,300,0.6085640562281969
hai-train1.csv,P3_LL01,1,
hai-train1.csv,P3_LL01,10,
hai-train1.csv,P3_LL01,60,
hai-train1.csv,P3_LL01,300,
hai-train1.csv,P3_PIT01,1,0.9970445900066098
hai-train1.csv,P3_PIT01,10,0.9078501352198235
hai-train1.csv,P3_PIT01,60,0.16563498131610963
hai-train1.csv,P3_PIT01,300,-0.044804790913459555
hai-train1.csv,P4_HT_FD,1,0.25164563065303064
hai-train1.csv,P4_HT_FD,10,-0.027546022522951824
hai-train1.csv,P4_HT_FD,60,-0.023263082966789157
hai-train1.csv,P4_HT_FD,300,-0.0020358888612322305
hai-train1.csv,P4_HT_PO,1,0.9990521767181331
hai-train1.csv,P4_HT_PO,10,0.9376873667909104
hai-train1.csv,P4_HT_PO,60,0.2301857873474854
hai-train1.csv,P4_HT_PO,300,-0.020577857723944833
hai-train1.csv,P4_HT_PS,1,0.9999705945131978
hai-train1.csv,P4_HT_PS,10,0.9997059434991806
hai-train1.csv,P4_HT_PS,60,0.998235606575946
hai-train1.csv,P4_HT_PS,300,0.9911767251122662
hai-train1.csv,P4_LD,1,0.9990005990868746
hai-train1.csv,P4_LD,10,0.9390681214974677
hai-train1.csv,P4_LD,60,0.16401146148939108
hai-train1.csv,P4_LD,300,-0.02663603322887731
hai-train1.csv,P4_ST_FD,1,0.32375300807739077
hai-train1.csv,P4_ST_FD,10,-0.01306267008318344
hai-train1.csv,P4_ST_FD,60,-0.0015133410644322025
hai-train1.csv,P4_ST_FD,300,-0.0001530621047196758
hai-train1.csv,P4_ST_GOV,1,0.9988750877721795
hai-train1.csv,P4_ST_GOV,10,0.9388691083376892
hai-train1.csv,P4_ST_GOV,60,0.24927945839831786
hai-train1.csv,P4_ST_GOV,300,0.02189198658267117
hai-train1.csv,P4_ST_LD,1,0.9974754889771114
hai-train1.csv,P4_ST_LD,10,0.8874558397543834
hai-train1.csv,P4_ST_LD,60,0.17130115235890392
hai-train1.csv,P4_ST_LD,300,0.020537262765225585
hai-train1.csv,P4_ST_PO,1,0.9991750157284163
hai-train1.csv,P4_ST_PO,10,0.9409400847864627
hai-train1.csv,P4_ST_PO,60,0.26664187614905377
hai-train1.csv,P4_ST_PO,300,0.023050918462401378
hai-train1.csv,P4_ST_PS,1,0.9999381091587172
hai-train1.csv,P4_ST_PS,10,0.9993810777041744
hai-train1.csv,P4_ST_PS,60,0.9962860032889609
hai-train1.csv,P4_ST_PS,300,0.9814188863680686
hai-train1.csv,P4_ST_PT01,1,0.9940891005172822
hai-train1.csv,P4_ST_PT01,10,0.9412194524394007
hai-train1.csv,P4_ST_PT01,60,0.5676024629218379
hai-train1.csv,P4_ST_PT01,300,0.2883644625357107
hai-train1.csv,P4_ST_TT01,1,0.999418247660648
hai-train1.csv,P4_ST_TT01,10,0.9991636249437006
hai-train1.csv,P4_ST_TT01,60,0.9910818438067039
hai-train1.csv,P4_ST_TT01,300,0.8390390394918039
hai-train1.csv,x1001_05_SETPOINT_OUT,1,0.9999944738557112
hai-train1.csv,x1001_05_SETPOINT_OUT,10,0.9995692309191347
hai-train1.csv,x1001_05_SETPOINT_OUT,60,0.9952184085291739
hai-train1.csv,x1001_05_SETPOINT_OUT,300,0.9741930700973161
hai-train1.csv,x1001_15_ASSIGN_OUT,1,0.9990907873953246
hai-train1.csv,x1001_15_ASSIGN_OUT,10,0.9475117868071842
hai-train1.csv,x1001_15_ASSIGN_OUT,60,0.3543194740866303
hai-train1.csv,x1001_15_ASSIGN_OUT,300,0.15638423134465795
hai-train1.csv,x1002_07_SETPOINT_OUT,1,0.9999913876652105
hai-train1.csv,x1002_07_SETPOINT_OUT,10,0.9993414841564389
hai-train1.csv,x1002_07_SETPOINT_OUT,60,0.9927880453626906
hai-train1.csv,x1002_07_SETPOINT_OUT,300,0.9611473799238818
hai-train1.csv,x1002_08_SETPOINT_OUT,1,0.9999908286158359
hai-train1.csv,x1002_08_SETPOINT_OUT,10,0.9993172193603234
hai-train1.csv,x1002_08_SETPOINT_OUT,60,0.9924677925831464
hai-train1.csv,x1002_08_SETPOINT_OUT,300,0.9594014015294862
hai-train1.csv,x1003_10_SETPOINT_OUT,1,0.9996526239869683
hai-train1.csv,x1003_10_SETPOINT_OUT,10,0.9989370195908804
hai-train1.csv,x1003_10_SETPOINT_OUT,60,0.9906683719228647
hai-train1.csv,x1003_10_SETPOINT_OUT,300,0.8405007400953732
hai-train1.csv,x1003_18_SETPOINT_OUT,1,0.9999967451964863
hai-train1.csv,x1003_18_SETPOINT_OUT,10,0.9997429252257911
hai-train1.csv,x1003_18_SETPOINT_OUT,60,0.9971675052144294
hai-train1.csv,x1003_18_SETPOINT_OUT,300,0.9847209937122555
hai-train1.csv,x1003_24_SUM_OUT,1,0.9998719586113756
hai-train1.csv,x1003_24_SUM_OUT,10,0.9925781000262796
hai-train1.csv,x1003_24_SUM_OUT,60,0.9091752310940822
hai-train1.csv,x1003_24_SUM_OUT,300,0.8704847713797671
hai-train2.csv,P1_FCV01D,1,0.9997618304038064
hai-train2.csv,P1_FCV01D,10,0.9992124171810556
hai-train2.csv,P1_FCV01D,60,0.9917842827217307
hai-train2.csv,P1_FCV01D,300,0.8510390211711742
hai-train2.csv,P1_FCV01Z,1,0.9997406676610227
hai-train2.csv,P1_FCV01Z,10,0.9991400236082454
hai-train2.csv,P1_FCV01Z,60,0.9914878859913415
hai-train2.csv,P1_FCV01Z,300,0.8502970391705272
hai-train2.csv,P1_FCV02D,1,0.9553351158299027
hai-train2.csv,P1_FCV02D,10,0.9368449048763707
hai-train2.csv,P1_FCV02D,60,0.7995001969385523
hai-train2.csv,P1_FCV02D,300,0.6220621446520143
hai-train2.csv,P1_FCV02Z,1,0.9998500173491031
hai-train2.csv,P1_FCV02Z,10,0.998008427258981
hai-train2.csv,P1_FCV02Z,60,0.9667647932839716
hai-train2.csv,P1_FCV02Z,300,0.7149019781152459
hai-train2.csv,P1_FCV03D,1,0.9999094349686842
hai-train2.csv,P1_FCV03D,10,0.9984892103778654
hai-train2.csv,P1_FCV03D,60,0.9764310862569756
hai-train2.csv,P1_FCV03D,300,0.9481001637326761
hai-train2.csv,P1_FCV03Z,1,0.9996223698224137
hai-train2.csv,P1_FCV03Z,10,0.994814772319995
hai-train2.csv,P1_FCV03Z,60,0.9729548101986388
hai-train2.csv,P1_FCV03Z,300,0.9458696877151319
hai-train2.csv,P1_FT01,1,0.9938652510670456
hai-train2.csv,P1_FT01,10,0.9507076163610623
hai-train2.csv,P1_FT01,60,0.37302873155673216
hai-train2.csv,P1_FT01,300,0.518932782410048
hai-train2.csv,P1_FT01Z,1,0.9938292553920862
hai-train2.csv,P1_FT01Z,10,0.9508578766971973
hai-train2.csv,P1_FT01Z,60,0.37618054153318015
hai-train2.csv,P1_FT01Z,300,0.5234188709216547
hai-train2.csv,P1_FT02,1,0.9996648570043531
hai-train2.csv,P1_FT02,10,0.9988835669151018
hai-train2.csv,P1_FT02,60,0.9901945897144658
hai-train2.csv,P1_FT02,300,0.8188361190502489
hai-train2.csv,P1_FT02Z,1,0.9996426292776227
hai-train2.csv,P1_FT02Z,10,0.9989069326596439
hai-train2.csv,P1_FT02Z,60,0.9902210516837772
hai-train2.csv,P1_FT02Z,300,0.8354125641683706
hai-train2.csv,P1_FT03,1,0.9993450645584209
hai-train2.csv,P1_FT03,10,0.9955337361767367
hai-train2.csv,P1_FT03,60,0.9807695282087805
hai-train2.csv,P1_FT03,300,0.9659215445064655
hai-train2.csv,P1_FT03Z,1,0.9993240517146921
hai-train2.csv,P1_FT03Z,10,0.995164944485721
hai-train2.csv,P1_FT03Z,60,0.9817331960467942
hai-train2.csv,P1_FT03Z,300,0.9665269978644209
hai-train2.csv,P1_LCV01D,1,0.9996071764424745
hai-train2.csv,P1_LCV01D,10,0.9814324402816701
hai-train2.csv,P1_LCV01D,60,0.5215642818469755
hai-train2.csv,P1_LCV01D,300,0.4685884287294179
hai-train2.csv,P1_LCV01Z,1,0.9982220666993896
hai-train2.csv,P1_LCV01Z,10,0.9704612558409013
hai-train2.csv,P1_LCV01Z,60,0.5203987673703895
hai-train2.csv,P1_LCV01Z,300,0.4601691335219743
hai-train2.csv,P1_LIT01,1,0.9999615432523247
hai-train2.csv,P1_LIT01,10,0.9987491969930308
hai-train2.csv,P1_LIT01,60,0.9649567114872992
hai-train2.csv,P1_LIT01,300,0.9437020459679843
hai-train2.csv,P1_PCV01D,1,0.9996960375358251
hai-train2.csv,P1_PCV01D,10,0.9778198726566556
hai-train2.csv,P1_PCV01D,60,0.49418222935990574
hai-train2.csv,P1_PCV01D,300,0.42329837751081256
hai-train2.csv,P1_PCV01Z,1,0.9977538160094385
hai-train2.csv,P1_PCV01Z,10,0.964517509126582
hai-train2.csv,P1_PCV01Z,60,0.4992088039593075
hai-train2.csv,P1_PCV01Z,300,0.42475188128644553
hai-train2.csv,P1_PCV02D,1,0.9923149337619416
hai-train2.csv,P1_PCV02D,10,0.6861737227314146
hai-train2.csv,P1_PCV02D,60,-0.00011106998816281972
hai-train2.csv,P1_PCV02D,300,-0.000111161508109151
hai-train2.csv,P1_PCV02Z,1,0.9988962366172722
hai-train2.csv,P1_PCV02Z,10,0.9835704953279418
hai-train2.csv,P1_PCV02Z,60,0.9412031181468083
hai-train2.csv,P1_PCV02Z,300,0.9395890832700021
hai-train2.csv,P1_PIT01,1,0.9985659967834394
hai-train2.csv,P1_PIT01,10,0.9678955527114029
hai-train2.csv,P1_PIT01,60,0.5890926231184814
hai-train2.csv,P1_PIT01,300,0.36498863770119516
hai-train2.csv,P1_PIT01_HH,1,
hai-train2.csv,P1_PIT01_HH,10,
hai-train2.csv,P1_PIT01_HH,60,
hai-train2.csv,P1_PIT01_HH,300,
hai-train2.csv,P1_PIT02,1,0.9981606304874202
hai-train2.csv,P1_PIT02,10,0.9926743472598111
hai-train2.csv,P1_PIT02,60,0.9049037695014923
hai-train2.csv,P1_PIT02,300,0.27612059738659017
hai-train2.csv,P1_PP01AD,1,
hai-train2.csv,P1_PP01AD,10,
hai-train2.csv,P1_PP01AD,60,
hai-train2.csv,P1_PP01AD,300,
hai-train2.csv,P1_PP01AR,1,
hai-train2.csv,P1_PP01AR,10,
hai-train2.csv,P1_PP01AR,60,
hai-train2.csv,P1_PP01AR,300,
hai-train2.csv,P1_PP01BD,1,
hai-train2.csv,P1_PP01BD,10,
hai-train2.csv,P1_PP01BD,60,
hai-train2.csv,P1_PP01BD,300,
hai-train2.csv,P1_PP01BR,1,
hai-train2.csv,P1_PP01BR,10,
hai-train2.csv,P1_PP01BR,60,
hai-train2.csv,P1_PP01BR,300,
hai-train2.csv,P1_PP02D,1,
hai-train2.csv,P1_PP02D,10,
hai-train2.csv,P1_PP02D,60,
hai-train2.csv,P1_PP02D,300,
hai-train2.csv,P1_PP02R,1,
hai-train2.csv,P1_PP02R,10,
hai-train2.csv,P1_PP02R,60,
hai-train2.csv,P1_PP02R,300,
hai-train2.csv,P1_PP04,1,0.999968335915766
hai-train2.csv,P1_PP04,10,0.9979012459807326
hai-train2.csv,P1_PP04,60,0.9811551217329895
hai-train2.csv,P1_PP04,300,0.807952966618725
hai-train2.csv,P1_PP04D,1,0.9988382979454412
hai-train2.csv,P1_PP04D,10,0.9883827869277034
hai-train2.csv,P1_PP04D,60,0.9302903020130687
hai-train2.csv,P1_PP04D,300,0.6512972049226393
hai-train2.csv,P1_PP04SP,1,0.9999991926037706
hai-train2.csv,P1_PP04SP,10,0.9999352788827496
hai-train2.csv,P1_PP04SP,60,0.9992774178149163
hai-train2.csv,P1_PP04SP,300,0.996098781422961
hai-train2.csv,P1_SOL01D,1,
hai-train2.csv,P1_SOL01D,10,
hai-train2.csv,P1_SOL01D,60,
hai-train2.csv,P1_SOL01D,300,
hai-train2.csv,P1_SOL03D,1,
hai-train2.csv,P1_SOL03D,10,
hai-train2.csv,P1_SOL03D,60,
hai-train2.csv,P1_SOL03D,300,
hai-train2.csv,P1_STSP,1,
hai-train2.csv,P1_STSP,10,
hai-train2.csv,P1_STSP,60,
hai-train2.csv,P1_STSP,300,
hai-train2.csv,P1_TIT01,1,0.9999371224167845
hai-train2.csv,P1_TIT01,10,0.9996497182761851
hai-train2.csv,P1_TIT01,60,0.9899927035886557
hai-train2.csv,P1_TIT01,300,0.8133678279806379
hai-train2.csv,P1_TIT02,1,0.9999755014070734
hai-train2.csv,P1_TIT02,10,0.9997493237615812
hai-train2.csv,P1_TIT02,60,0.9919386986582049
hai-train2.csv,P1_TIT02,300,0.83020270282422
hai-train2.csv,P1_TIT03,1,0.9994595514206281
hai-train2.csv,P1_TIT03,10,0.994607215265458
hai-train2.csv,P1_TIT03,60,0.9697399467934373
hai-train2.csv,P1_TIT03,300,0.8640156697386432
hai-train2.csv,P2_24Vdc,1,0.23922669469597194
hai-train2.csv,P2_24Vdc,10,0.025679825110107794
hai-train2.csv,P2_24Vdc,60,0.02580237166218458
hai-train2.csv,P2_24Vdc,300,0.027587704706850683
hai-train2.csv,P2_ATSW_Lamp,1,0.9998530443834112
hai-train2.csv,P2_ATSW_Lamp,10,0.9985304414929723
hai-train2.csv,P2_ATSW_Lamp,60,0.9911825709031912
hai-train2.csv,P2_ATSW_Lamp,300,0.9559109792431896
hai-train2.csv,P2_AutoGO,1,0.9998530249046346
hai-train2.csv,P2_AutoGO,10,0.9985302467052405
hai-train2.csv,P2_AutoGO,60,0.9911814021779243
hai-train2.csv,P2_AutoGO,300,0.95590513564393
hai-train2.csv,P2_AutoSD,1,0.9998947977403511
hai-train2.csv,P2_AutoSD,10,0.9989479522806985
hai-train2.csv,P2_AutoSD,60,0.9936868759339882
hai-train2.csv,P2_AutoSD,300,0.968414234978977
hai-train2.csv,P2_Emerg,1,
hai-train2.csv,P2_Emerg,10,
hai-train2.csv,P2_Emerg,60,
hai-train2.csv,P2_Emerg,300,
hai-train2.csv,P2_MASW,1,0.9998530151631987
