source_file,event_number,start_time,end_time,n_points,feature,pre_mean,during_mean,post_mean,normal_mean,normal_std,threshold_defined,response_rule,pre_event_median,pre_event_mode,pre_event_window_samples,file_normal_std,file_normal_constant,reaction_threshold_sigma,reaction_sustain_samples,response_detected,preexisting_excursion,reaction_delay_seconds,peak_abs_deviation_from_pre_median_sd,recovery_threshold_sigma,recovery_sustain_samples,recovery_search_seconds,recovery_search_actual_samples,recovery_detected,recovery_not_observed_within_horizon,recovery_right_censored,recovery_delay_seconds,during_vs_normal_sd,during_vs_pre_sd,post_vs_normal_sd
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_FT03,238.0287524789916,237.45013840336134,238.87984987394958,229.451407064819,5.620080284055158,True,3_sigma_from_pre_median,238.64743,239.21962,300,5.620080284055158,False,3.0,3,False,False,,1.527214837900309,1.0,10,600,600,False,False,False,,1.4232414724102256,-0.1029547704633095,1.677634897117077
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_FT03Z,981.7092073529411,980.4228548739495,983.6588463865547,962.1467034700798,12.806775531386771,True,3_sigma_from_pre_median,983.11615,984.42072,300,12.806775531386771,False,3.0,3,False,False,,1.5280505191989506,1.0,10,600,600,False,False,False,,1.4270689260601617,-0.10044311902235013,1.6797470107719974
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_LCV01D,14.649094831932771,13.918688403361346,16.863342436974794,14.203920164056525,2.8352305438964307,True,3_sigma_from_pre_median,14.50155,13.82238,300,2.8352305438964307,False,3.0,3,False,False,,2.908839289190892,1.0,10,600,600,False,False,False,,-0.10060266926413257,-0.25761800222694947,0.9379915431016236
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_LCV01Z,14.416559915966387,13.755880546218487,16.930926092436977,14.065294045551655,2.849341018598587,True,3_sigma_from_pre_median,14.56604,13.49792,300,2.849341018598587,False,3.0,3,True,False,155.0,3.0363968172034546,1.0,10,600,600,True,False,False,112.0,-0.10859124875314119,-0.2318709362745379,1.0057174722788176
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_LIT01,350.6471004201681,350.795937815126,353.40590928571424,345.3551449030753,19.13774319643267,True,3_sigma_from_pre_median,352.20596,354.30173,300,19.13774319643267,False,3.0,3,False,False,,2.0433177307598727,1.0,10,600,600,False,False,False,,0.2842964740515951,0.007777165438486311,0.42067470025094794
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PCV01D,25.795155210084033,27.45229861344538,25.837410966386553,26.84933001411239,2.175029666301921,True,3_sigma_from_pre_median,26.551475,22.26209,300,2.175029666301921,False,3.0,3,True,False,47.0,6.544276255413678,1.0,10,600,600,True,False,False,36.0,0.2772231609871245,0.7618946210416027,-0.465243791109454
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PCV01Z,26.408622983193272,27.992234453781514,26.166501470588237,27.293040776181424,2.2021074236267753,True,3_sigma_from_pre_median,26.86462,27.81067,300,2.2021074236267753,False,3.0,3,True,False,51.0,6.800989742514169,1.0,10,600,600,True,False,False,40.0,0.31751115776565864,0.7191345225021322,-0.511573274539816
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PCV02D,12.0,12.674021554621852,12.027361554621848,12.000154338971756,0.01098679314249775,True,3_sigma_from_pre_median,12.0,12.0,300,0.01098679314249775,False,3.0,3,True,False,167.0,352.2802286163816,1.0,10,600,600,True,False,False,11.0,61.334295358991234,61.34834304058076,2.476356412395955
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PCV02Z,11.689792058823533,12.356882268907562,11.868986302521007,11.802298418824359,0.027697809725893457,True,3_sigma_from_pre_median,11.68976,11.68976,300,0.027697809725893457,False,3.0,3,True,False,180.0,153.42621102733858,1.0,10,600,600,False,True,True,,20.022660837501064,24.08458346294419,2.4076952061052213
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PIT01,1.070431386554622,1.0967017647058825,0.942465798319328,1.1054186375663968,0.10108042861225783,True,3_sigma_from_pre_median,1.07857,1.11938,300,0.10108042861225783,False,3.0,3,True,False,85.0,4.728709667758931,1.0,10,600,600,True,False,False,88.0,-0.08623699938938703,0.2598957930029472,-1.6121106873433642
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PIT01_HH,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PIT02,0.4769191596638656,0.36626768907563023,0.3733967647058823,0.6211894611811286,0.3585321787147921,True,3_sigma_from_pre_median,0.369035,0.32211,300,0.3585321787147921,False,3.0,3,False,False,,0.12873321486916167,1.0,10,600,600,False,False,False,,-0.7110150419951161,-0.30862354108599344,-0.691130981223201
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP01AD,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP01AR,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP01BD,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP01BR,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP02D,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP02R,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP04,6.945632773109244,25.30976705882353,37.001109411764695,24.248614438150494,16.788267124760022,True,3_sigma_from_pre_median,5.551145,0.0,300,16.788267124760022,False,3.0,3,False,False,,2.349787188090379,1.0,10,600,600,False,False,False,,0.06320799000797449,1.0938671721889694,0.7596075806303023
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP04D,0.0,0.4495798319327731,1.0,0.6158293968913542,0.4864033183195398,True,3_sigma_from_pre_median,0.0,0.0,300,0.4864033183195398,False,3.0,3,False,False,,2.0559070268164903,1.0,10,600,600,False,False,False,,-0.34179364880353136,0.924294335585565,0.789819042427394
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_PP04SP,27.48881999999999,27.48881999999999,27.48881999999999,27.488819999999983,0.0,True,change_from_pre_mode,27.48882,27.48882,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_SOL01D,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_SOL03D,524320.0,524320.0,524320.0,524320.0,0.0,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_STSP,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_TIT01,32.23631634453782,32.164447521008405,31.495689495798317,30.12516242360689,1.1985492880384954,True,3_sigma_from_pre_median,32.225035000000005,32.2937,300,1.1985492880384954,False,3.0,3,False,False,,0.13368244560240222,1.0,10,600,600,False,False,False,,1.7014611895844,-0.05996317735671252,1.1434882869392737
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_TIT02,37.50220289915966,38.51428184873951,38.510114789915974,35.91225150434152,2.055402597486634,True,3_sigma_from_pre_median,37.23754,36.44409,300,2.055402597486634,False,3.0,3,False,False,,0.6532929371802692,1.0,10,600,600,False,False,False,,1.265946801653251,0.49239937266666134,1.2639194329865824
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P1_TIT03,28.39069000000001,29.114268067226888,29.474150168067233,27.656225460906715,1.1772378238837553,True,3_sigma_from_pre_median,28.39069,28.39069,300,1.1772378238837553,False,3.0,3,False,False,,0.7066881331211358,1.0,10,600,600,False,False,False,,1.238528508632208,0.6146405191431624,1.5442289317235076
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_24Vdc,28.035517857142857,28.035091596638658,28.035155924369754,28.034201173092377,0.003477435961533257,True,3_sigma_from_pre_median,28.03601,28.03689,300,0.003477435961533257,False,3.0,3,False,False,,3.499704993742465,1.0,10,600,600,False,False,False,,0.25605749642278675,-0.12257896591451517,0.2745561062626919
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_ATSW_Lamp,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_AutoGO,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_AutoSD,119.04872000000003,119.04872000000003,119.04872000000003,120.20670428781435,4.841791207141232,True,3_sigma_from_pre_median,119.04872,119.04872,300,4.841791207141232,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,-0.23916444106602255,0.0,-0.23916444106602255
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_Emerg,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_MASW,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_MASW_Lamp,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_ManualGO,0.0,0.0,0.0,0.0,0.0,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_ManualSD,12.927420000000003,12.927420000000003,12.927420000000003,12.927420000000009,0.0,True,change_from_pre_mode,12.92742,12.92742,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_OnOff,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_RTR,2880.0,2880.0,2880.0,2880.0,0.0,True,change_from_pre_mode,2880.0,2880.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_SCO,54776.67647058824,54776.663865546216,54777.60924369748,54781.85991493365,25.815834015187235,True,3_sigma_from_pre_median,54777.0,54777.0,300,25.815834015187235,False,3.0,3,False,False,,0.07747183371350377,1.0,10,600,600,False,False,False,,-0.20127373705528886,-0.0004882678597473095,-0.1646536475897419
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_SCST,720.5283871008404,720.5472019327731,720.7259205462183,720.3580561906348,0.2849730368572045,True,3_sigma_from_pre_median,720.4803449999999,720.44318,300,0.2849730368572045,False,3.0,3,False,False,,1.3326348492061535,1.0,10,600,600,False,False,False,,0.6637320647043242,0.0660232004408918,1.2908742512640712
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_SIT01,920.155462184874,920.5294117647059,924.8991596638656,917.5548325133774,8.22603153950541,True,3_sigma_from_pre_median,919.0,919.0,300,8.22603153950541,False,3.0,3,False,False,,0.9725224078682538,1.0,10,600,600,False,False,False,,0.3616056219871132,0.0454592932249303,0.8928153405706216
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_TripEx,1.0,1.0,1.0,1.0,0.0,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VIBTR01,7.0017016806722685,6.945175210084034,6.926411764705882,6.731154581626453,0.3676899605355175,True,3_sigma_from_pre_median,6.9911,7.044,300,0.3676899605355175,False,3.0,3,False,False,,1.8659742545070819,1.0,10,600,600,False,False,False,,0.5820681863216309,-0.15373406036408396,0.5310375697912688
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VIBTR02,-2.9967836134453782,-2.939212605042017,-2.9397941176470592,-3.224894445206688,0.348930030020079,True,3_sigma_from_pre_median,-3.00135,-3.3898,300,0.348930030020079,False,3.0,3,False,False,,1.951537389776441,1.0,10,600,600,False,False,False,,0.818736754036996,0.16499298842248827,0.8170701946840824
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VIBTR03,9.901750840336133,9.816222689075632,9.857958823529412,9.665141217977615,0.23660338683141197,True,3_sigma_from_pre_median,9.908100000000001,9.624,300,0.23660338683141197,False,3.0,3,False,False,,2.7087524341173674,1.0,10,600,600,False,False,False,,0.638543146492099,-0.36148320785214627,0.8149401753457828
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VIBTR04,-0.9990743697478991,-0.9193159663865546,-0.9323638655462184,-1.2521554126893901,0.24479515001020077,True,3_sigma_from_pre_median,-0.9855,-1.2481,300,0.24479515001020077,False,3.0,3,False,False,,2.480849804314724,1.0,10,600,600,False,False,False,,1.3596651987956703,0.3258169263485039,1.306363901122411
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VT01,11.976427899159663,11.972992058823532,11.973215378151261,11.956540912797195,0.04211469636210724,True,3_sigma_from_pre_median,11.972385,11.92346,300,0.04211469636210724,False,3.0,3,False,False,,1.5743910256387277,1.0,10,600,600,False,False,False,,0.39062720255391953,-0.08158293025762813,0.39592984859008373
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VTR01,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VTR02,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VTR03,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P2_VTR04,50.0,50.0,50.0,50.0,0.0,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_FIT01,1306.8697478991596,405.8067226890756,2278.029411764706,1116.546463082381,1697.784997187767,True,3_sigma_from_pre_median,33.0,29.0,300,1697.784997187767,False,3.0,3,False,False,,1.7475711028867478,1.0,10,600,600,False,False,False,,-0.418627648124223,-0.5307285826548217,0.6841166287876381
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_LCP01D,4595.9327731092435,3522.1176470588234,9107.26050420168,5282.889276544032,5136.8956074100415,True,3_sigma_from_pre_median,1004.0,-8.0,300,5136.8956074100415,False,3.0,3,False,False,,2.490998645474048,1.0,10,600,600,False,False,False,,-0.34276959550146824,-0.20903970181940765,0.7444907430357239
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_LCV01D,9466.823529411764,10694.789915966387,3820.840336134454,7359.513279366511,6816.085890450855,True,3_sigma_from_pre_median,13544.0,-144.0,300,6816.085890450855,False,3.0,3,False,False,,2.008190656631323,1.0,10,600,600,False,False,False,,0.4893243263369825,0.1801571174851199,-0.5191649577347078
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_LH01,70.0,70.0,70.0,70.0,0.0,True,change_from_pre_mode,70.0,70.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_LIT01,15895.773109243697,17604.231092436974,16373.89075630252,15638.943374037124,3056.888907585003,True,3_sigma_from_pre_median,16221.5,15008.0,300,3056.888907585003,False,3.0,3,False,False,,1.060718952512289,1.0,10,600,600,False,False,False,,0.642904527385152,0.5588878218485831,0.2404233207303624
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_LL01,30.0,30.0,30.0,30.0,0.0,True,change_from_pre_mode,30.0,30.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,,,,
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P3_PIT01,873.2016806722689,750.4579831932773,1632.0210084033613,818.1569807326682,1342.210771459746,True,3_sigma_from_pre_median,24.0,24.0,300,1342.210771459746,False,3.0,3,False,False,,3.029330479577322,1.0,10,600,600,False,False,False,,-0.0504384251556584,-0.09144889915128566,0.6063608227384141
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_HT_FD,-0.00022970588235294117,-0.00024752100840336145,-0.00035172268907563017,-0.00017741802073737236,0.002094857275730677,True,3_sigma_from_pre_median,-0.00022,-0.00036,300,0.002094857275730677,False,3.0,3,False,False,,13.222857862876774,1.0,10,600,600,False,False,False,,-0.03346432641409305,-0.008504219479203635,-0.08320598751886861
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_HT_PO,44.43374315126051,49.8572681092437,18.296412478991595,34.40518550520394,31.352937628143213,True,3_sigma_from_pre_median,62.599485,0.01807,300,31.352937628143213,False,3.0,3,False,False,,1.9960303478492967,1.0,10,600,600,False,False,False,,0.49284321575562884,0.1729829919705799,-0.5137883160189969
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_HT_PS,7.940450000000001,7.940450000000001,7.940450000000001,7.370447005233344,1.8602580474440873,True,3_sigma_from_pre_median,7.94045,7.94045,300,1.8602580474440873,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.30641071304586814,0.0,0.30641071304586814
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_LD,369.44069067226894,387.4310365966387,332.1973536134454,363.75927687155763,61.64805357478487,True,3_sigma_from_pre_median,396.08651499999996,269.54932,300,61.64805357478487,False,3.0,3,False,False,,1.9176320766817094,1.0,10,600,600,False,False,False,,0.3839822727957665,0.29182342152207263,-0.5119695015159671
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_FD,-0.0002181512605042017,-7.281512605042016e-05,-0.00023037815126050412,-5.575785491679569e-05,0.0016600255351600075,True,3_sigma_from_pre_median,-0.00029,7e-05,300,0.0016600255351600075,False,3.0,3,False,False,,3.662594262090045,1.0,10,600,600,False,False,False,,-0.010275306477126172,0.08755054146788942,-0.10519133148567923
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_GOV,18011.352941176472,18290.344537815126,17218.974789915967,18003.87095003822,1720.1717180299972,True,3_sigma_from_pre_median,18476.0,18930.0,300,1720.1717180299972,False,3.0,3,False,False,,1.9166691124161972,1.0,10,600,600,False,False,False,,0.166537785021245,0.16218822441643532,-0.4562894226752815
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_LD,326.9931241596639,337.14391995798314,314.3009276890756,329.15868804347406,35.6527960419603,True,3_sigma_from_pre_median,337.14914,271.73755,300,35.6527960419603,False,3.0,3,False,False,,1.7276549622505646,1.0,10,600,600,False,False,False,,0.22397210881051655,0.2847124749030231,-0.41673478671664765
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_PO,329.98512058823525,335.23212987394965,314.033002394958,329.457571630961,31.82679025985116,True,3_sigma_from_pre_median,338.586885,327.03998,300,31.82679025985116,False,3.0,3,False,False,,1.9504023023743737,1.0,10,600,600,False,False,False,,0.18143702823445312,0.16486140270115118,-0.4846410558547845
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_PS,20.161450000000002,20.161450000000002,20.161450000000002,18.638198861796585,2.3221340099168533,True,3_sigma_from_pre_median,20.16145,20.16145,300,2.3221340099168533,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,,0.6559703840080955,0.0,0.6559703840080955
hai-test1.csv,1,2022-08-12 16:25:04,2022-08-12 16:29:01,238,P4_ST_PT01,9960.53781512605,9966.66806722689,9924.672268907563,9971.082871087243,28.696066979387986,True,3_sigma_from_pre_median,9970.0,9970.0,300,28.696066979387986,False,3.0,3,True,False,208.0,4.8438693741494925,1.0,10,600,600,True,False,False,88.0,-0.15384700152545802,0.21362690940341872,-1.617315788014289
