,P1_FCV01D,P1_FCV01Z,P1_FCV02D,P1_FCV02Z,P1_FCV03D,P1_FCV03Z,P1_FT01,P1_FT01Z,P1_FT02,P1_FT02Z,P1_FT03,P1_FT03Z,P1_LCV01D,P1_LCV01Z,P1_LIT01,P1_PCV01D,P1_PCV01Z,P1_PCV02D,P1_PCV02Z,P1_PIT01,P1_PIT02,P1_PP04,P1_PP04D,P1_PP04SP,P1_TIT01,P1_TIT02,P1_TIT03,P2_24Vdc,P2_ATSW_Lamp,P2_AutoGO,P2_AutoSD,P2_MASW,P2_MASW_Lamp,P2_ManualGO,P2_ManualSD,P2_SCO,P2_SCST,P2_SIT01,P2_VIBTR01,P2_VIBTR02,P2_VIBTR03,P2_VIBTR04,P2_VT01,P3_FIT01,P3_LCP01D,P3_LCV01D,P3_LIT01,P3_PIT01,P4_HT_FD,P4_HT_PO,P4_HT_PS,P4_LD,P4_ST_FD,P4_ST_GOV,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01,x1001_05_SETPOINT_OUT,x1001_15_ASSIGN_OUT,x1002_07_SETPOINT_OUT,x1002_08_SETPOINT_OUT,x1003_10_SETPOINT_OUT,x1003_18_SETPOINT_OUT,x1003_24_SUM_OUT
P1_FT03,-0.053514559120969085,-0.05339074028565119,0.03607709545492389,0.03825801840823348,0.7365773527764309,0.7459570463286556,0.5524700636907681,0.557861072437065,-0.04905053094079256,-0.04651444256388205,1.0,0.9967684669683029,0.37102365978802826,0.3889725812353845,0.16280414195768037,0.40455140412337454,0.41108036999443964,-0.006320963002011827,0.03216769988776167,0.048372580483835574,0.0028646314275309268,0.005315326562507679,-0.0012894949539500316,-0.2135951090983153,-0.09723320786790415,0.007901946776866672,-0.040417504335313006,-0.021384914300439192,-0.03783125237685469,-0.03783125237685469,0.011716054941847546,0.037831252376855244,0.037831252376855244,0.037831252376855244,-0.009268149972203576,-0.01306142925565718,0.09196235029624156,0.009261876368845677,0.03033340797417975,-0.0341758845487227,0.06255268668448347,-0.09057047059464161,0.012525458267086405,0.006784921071927798,-0.004276007920808258,0.011667129594641105,0.03933434299225526,-0.013151459890054498,-0.0107808966409867,0.012542654412019004,-0.05483647126710457,-0.005564295506912016,-0.0019053383038180201,-0.009984695890392269,-0.016040439504724915,-0.009593744582453923,-0.013445805505919683,0.04924011106376604,-0.09674649891144466,0.1101625724927181,0.03537872915732988,0.15445036623642389,0.9883246141134724,-0.04685915344545886,-0.192560551123082,-0.18377068999009932
P1_FT03Z,-0.04913481455221511,-0.04904117303325472,0.033665057934587635,0.035859869814109456,0.7320671644415631,0.7414786873987854,0.5488836799991411,0.5543131605626177,-0.044561461378002286,-0.04246719176757078,0.9967684669683029,1.0,0.36925022425824056,0.38664416851336836,0.15398941329956992,0.4015812495409165,0.4082242819956295,-0.004874866806208358,0.04789146612013574,0.050050926295930886,0.0008107890075193686,0.00566154179718951,-0.000705096818004821,-0.20289828375200464,-0.09151837928454817,0.006210481410007095,-0.037724847493949235,-0.020751978614857794,-0.04477172674751832,-0.04477172674751832,0.015323161374283098,0.0447717267475188,0.0447717267475188,0.0447717267475188,-0.02023565870547816,-0.0204042650092886,0.09774632245970227,0.0012043567621336396,0.02523238477929748,-0.029107396922033967,0.05167424900900856,-0.08004935727177262,0.01171434504923858,0.007313465989381291,-0.003670943582457191,0.01127796521534286,0.03655700627707218,-0.011601356561497989,-0.010706267112958436,0.012152008038868909,-0.0523469965026665,-0.005001354955786594,-0.0016142884369306095,-0.009192217811179496,-0.014941054537932213,-0.008696215384530316,-0.015182717374901244,0.05074130311807123,-0.09102729354694315,0.1131212916091076,0.03719261972673217,0.1462819738378827,0.9910984521371525,-0.04280266615512061,-0.18122618390047388,-0.17288945109556345
P1_LCV01D,-0.023046319089683073,-0.02235784272944057,0.020724435041269303,0.01141158546421234,0.3473931029205613,0.337757154135791,0.7079426460844198,0.702454380515498,-0.01550118334642686,-0.01573266222053585,0.37102365978802826,0.36925022425824056,1.0,0.9813866539074316,-0.023785914165045458,0.012469756247223435,-0.06906817417695242,-0.04472395441304729,0.02138232636639955,-0.7657551757978557,-0.0015099404005698642,0.01580389616150206,0.021580471177807436,-0.1125053834700347,-0.06488928578778945,-0.023186164811973938,-0.04350857564535875,-0.016775717296702537,-0.0014781924446453387,-0.0014781924446453387,0.0245462894680642,0.001478192444645701,0.001478192444645701,0.001478192444645701,0.03676688543260704,0.016035998388030714,0.082670227503422,0.04413934597961732,0.04061181549320966,-0.03512283364933635,0.0777558134341634,-0.08352818012998764,0.021938109590135,-0.06439318863592502,0.14375554604152446,-0.10313478010871545,0.2564509628750557,0.1427073404177253,-0.005401705496591726,-0.10744004271302607,0.010553399018045495,-0.12217772401585875,0.016462773682709528,-0.1724897514363404,-0.13799447127995737,-0.19358331532081244,0.06501942595995795,-0.7506289598552877,-0.06420364802049028,-0.18667106818642895,-0.2394255090741457,0.08667917011549245,0.35759621766102123,-0.015721478747582063,-0.09240245956417871,-0.14620931393313957
P1_LCV01Z,-0.0215956028157399,-0.02107797559964563,0.019258456919621993,0.011009464429118659,0.33772631140582093,0.33392788923610106,0.7717324870516216,0.7678255291577877,-0.013903335272951074,-0.01424543471504323,0.3889725812353845,0.38664416851336836,0.9813866539074316,1.0,0.004760205489053059,0.08845708125941017,0.011248724915978645,-0.04729951867717443,0.02167729408974274,-0.7233989643459036,-0.002563890133937011,0.016660978492824344,0.022479842988444926,-0.11294190236950546,-0.06848304169669378,-0.024840544788397378,-0.04438949903587919,-0.01599011574040537,-0.0023838971339941893,-0.0023838971339941893,0.026839112436746183,0.0023838971339945293,0.0023838971339945293,0.0023838971339945293,0.03731396525104994,0.015169482076839484,0.07070085144064966,0.0404882152019743,0.038770834278289056,-0.034474312282358525,0.07567077741479537,-0.08272240214419885,0.0206269520614092,-0.07648359060005806,0.11196247226789398,-0.07695147593945911,0.26355517492765723,0.10848262029899128,-0.004585139124758204,-0.08066114280392299,0.007071476714130328,-0.10098568130245872,0.018352810590316015,-0.1493732213919929,-0.12292384802375661,-0.16943724759411083,0.06427001282800009,-0.7091517719247279,-0.06769696047666607,-0.18740042721833194,-0.21680921503324757,0.09010329446051926,0.36135919485366874,-0.014164528605079465,-0.09222015178166325,-0.13791683146301628
P1_LIT01,-0.0046661300532261476,-0.004553219312372876,-0.005373125035691807,-0.004697897587368931,-0.46907398849870735,-0.4668090619698714,0.09722779861625454,0.10072700162370321,-0.0032068183658821,-0.00025668906041737997,0.16280414195768037,0.15398941329956992,-0.023785914165045458,0.004760205489053059,1.0,0.10560577068941951,0.12040504648561665,-0.014329476857359838,-0.02336845989032379,0.12032856027490609,0.012543717759339103,-0.007197663317759564,-0.00908513695119095,0.07772450627370923,-0.002640547807241762,-0.010537991761590093,0.012568656392525345,0.03435434929871127,-0.03668030361217751,-0.03668030361217751,0.1096724615652144,0.036680303612178236,0.036680303612178236,0.036680303612178236,-0.008374951770572828,-0.005258264425875256,0.09080042728282396,-0.02485654404884246,-0.03732996427732467,0.07901473897100555,-0.1201162582292868,0.1201855381168486,0.02630565897771681,0.0009151192948081761,-0.0363194959894662,0.041786861135158254,0.022473609920495772,-0.041379010102018936,-0.014349358688045712,0.04279676957142923,-0.10331187844207836,0.019467512066111532,0.008164395657926956,0.009121752577205386,0.0006007259698815326,0.012421599885578873,0.051309536248401365,0.11353326764908092,-0.0026786711694941167,0.041135946824028886,0.026917334174079356,0.9759307482194239,0.14415167610698879,-0.0005388076348096494,0.025558806604778796,0.027774560393830566
P1_PCV01D,0.018725054357024522,0.01732080265900741,-0.03229542369858579,-0.028490839049497545,0.2746792022543026,0.2848409066283687,0.6123590991003047,0.6187057333758263,0.016996572619230474,0.024030298596384666,0.40455140412337454,0.4015812495409165,0.012469756247223435,0.08845708125941017,0.10560577068941951,1.0,0.976646428308025,-0.06522226737624208,-0.028984049301761614,0.5631498977782314,0.02223649007636817,-0.005323088344465171,-0.006590603416396936,-0.12605997151638018,-0.08378145865793286,-0.036027614542830266,-0.06920989899935871,-0.018367547527736176,-0.005139773298029584,-0.005139773298029584,-0.023988924680275962,0.005139773298029838,0.005139773298029838,0.005139773298029838,-0.015897122141952387,-0.007651164800123201,-0.17817172280144056,-0.028782187180303728,-0.006042675346236272,-0.04654807905036047,0.03091757785216941,-0.0735193124916413,-0.03791202354118569,-0.2749351791988709,-0.4932707423379371,0.4178351425636785,-0.20638056234070237,-0.414813115414923,0.034289062006492114,0.4210366551754728,-0.05883015069832427,0.5218503790971883,0.06491028363491408,0.6203976260983803,0.5089560979264636,0.6296723383875891,-0.05631620022494317,0.5415806601185115,-0.08320299635554725,0.300390632241385,0.7103053264198267,0.02808762966504672,0.3566288518613784,0.024032189796719974,-0.1168641440630199,0.10187751516588125
P1_PCV01Z,0.019579003867989237,0.01834088029932656,-0.034743958814471884,-0.030276027094497115,0.26834150986656685,0.279229353463092,0.5695932982296815,0.5768309220894438,0.01817058655299023,0.02566476422997494,0.41108036999443964,0.4082242819956295,-0.06906817417695242,0.011248724915978645,0.12040504648561665,0.976646428308025,1.0,-0.06877058068305462,-0.03289845464016526,0.6418532111732833,0.02311127490909671,-0.008571643833198682,-0.009835172043822733,-0.1290387475978601,-0.08536938069321202,-0.036273169950068206,-0.07193052212399682,-0.017759648772067226,-0.005409495087757496,-0.005409495087757496,-0.02373451493677825,0.0054094950877578265,0.0054094950877578265,0.0054094950877578265,-0.013558189394220162,-0.008067376411915881,-0.16982135212370567,-0.027154286088618588,-0.0072951733190811125,-0.04818227070749058,0.03164949756224268,-0.07643493456216363,-0.03712945356944277,-0.21418703407065168,-0.4603662004548145,0.38045689930143073,-0.2239774387054518,-0.4007001179789646,0.03559823370623861,0.3857137282935351,-0.06133180808439461,0.4409326437644141,0.045175831510404676,0.5397101177388425,0.41975817514071406,0.5525048554585117,-0.05659472181651937,0.6182280397973546,-0.08486372493214103,0.304670927270443,0.639705029525952,0.026510094377158698,0.3626629115497437,0.025650609588846792,-0.12079227429869425,0.07215425677706297
P1_PCV02D,-0.004819572070166494,-0.00458190035606892,-0.004290807998067287,-0.009653526754211343,0.00527345671537768,0.0037670166882538573,-0.06487116215285353,-0.06504534418943529,-0.007788326400793149,-0.002410762820530698,-0.006320963002011827,-0.004874866806208358,-0.04472395441304729,-0.04729951867717443,-0.014329476857359838,-0.06522226737624208,-0.06877058068305462,1.0,0.14400048872205967,0.0010607589338077364,0.021896459043105367,-0.01330675641566076,-0.0002316816795454908,0.004561370364730099,-0.010985236704864886,-0.012020468666345012,-0.01530467356300064,-0.011970554597670945,-0.00012003866223953905,-0.00012003866223953905,0.007813822836977085,0.00012003866223963552,0.00012003866223963552,0.00012003866223963552,-0.00876003190634076,0.00011793208228867759,0.012693369859506183,-0.0008439280421993195,-0.016903693271600427,-0.007086807129390331,-0.014181584873475494,-0.006195043400491449,-0.01174244429493687,0.011686976381968814,0.01601228973914137,-0.008210355086320299,0.014053508950846682,0.017879119301551873,-0.0005468793652252391,-0.008275812036512703,-0.006301289262731687,-0.017091643382403477,-0.0063702356789506085,-0.023884191505451114,-0.02103807020551461,-0.023521479381021497,-0.010297072866861968,0.0031781315637254225,-0.011415030899076303,0.0057795949447184206,-0.02062676747185905,-0.022324643127242354,0.005796038528587683,-0.0022326772405383195,-0.01636067338919689,-0.023559163594302258
P1_PCV02Z,0.08595759621774918,0.0859658370773796,-0.044915566920361964,-0.046489893451899314,0.034152307554290225,0.03461671017353819,0.015332918998884247,0.01633112153333607,0.07257911986934901,0.06661447849472825,0.03216769988776167,0.04789146612013574,0.02138232636639955,0.02167729408974274,-0.02336845989032379,-0.028984049301761614,-0.03289845464016526,0.14400048872205967,1.0,-0.01541139448294284,-0.024705655137566174,0.041381349057901994,0.04101639009342573,-0.2598291115239444,0.019755953582130198,-0.03429545610818254,-0.026018137401034345,0.052863679179392324,-0.09530625236708491,-0.09530625236708491,-0.0227061778794263,0.09530625236708555,0.09530625236708555,0.09530625236708555,0.20717111111700845,-0.1062085746288421,0.19760169189572033,-0.1239396747870761,-0.058041270695981695,0.14965149369719136,-0.2085429883325128,0.23669530139312306,0.048522966959777904,-0.013481957168434443,-0.013746371653906646,0.0006737213769179693,-0.05110781332133403,0.002948473817149718,0.0022041486568835805,0.0012624423806562326,0.010742350779503074,0.02372476487823503,0.0012632625933039346,0.037650209301621926,0.033949639545577635,0.03722150959194205,0.12640499964034838,-0.021729044356395916,0.01971710427018975,-0.10690466236738326,-0.006428044927741442,-0.02477048784539513,0.04816208550481479,0.06637898497445331,0.08965436328637287,0.09686945295499395
P1_PIT01,0.01596244724270673,0.014925903118059811,-0.021038810281844237,-0.012230916547329324,-0.05250103254558719,-0.04299967028124109,-0.1912364084262762,-0.18242846992475167,0.008210804840880201,0.011395417609861763,0.048372580483835574,0.050050926295930886,-0.7657551757978557,-0.7233989643459036,0.12032856027490609,0.5631498977782314,0.6418532111732833,0.0010607589338077364,-0.01541139448294284,1.0,0.010396031132872949,-0.010787253485060743,-0.021823087114693523,0.03065243975192463,0.015985563697249745,0.012674039075907723,0.015484827476228516,0.01660624358354119,-0.021303449815375033,-0.021303449815375033,-0.025178221466729146,0.02130344981537499,0.02130344981537499,0.02130344981537499,-0.06540847237746929,-0.03234211739563928,-0.12689915813063998,-0.07221299113683224,-0.05444673816693177,0.031096593668709902,-0.09392457138691054,0.07106994831123134,-0.02821162849694958,-0.05918994723772942,-0.37449683875419926,0.3074440363771639,-0.34927656455276995,-0.3408958097961334,0.02436592438665353,0.313980163459137,-0.06424047265399137,0.346818086367641,0.009988708668670458,0.43583900184420793,0.3402150800686369,0.46074561789105123,-0.1070121135508604,0.9733707330643622,0.01572741125509664,0.3822035313621736,0.5705226589285773,-0.010164666080719753,0.03979010394291519,0.011243662013776742,0.010068611059750838,0.15963954520145132
