source_file,split,feature,comparable_pairs,transition_count,transition_rate
hai-train2.csv,train_unlabeled,P1_PIT01_HH,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP01AD,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP01AR,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP01BD,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP01BR,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP02D,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP02R,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_PP04D,291599,154,0.0005281225244256667
hai-train2.csv,train_unlabeled,P1_SOL01D,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_SOL03D,291599,0,0.0
hai-train2.csv,train_unlabeled,P1_STSP,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_ATSW_Lamp,291599,4,1.3717468166900435e-05
hai-train2.csv,train_unlabeled,P2_AutoGO,291599,4,1.3717468166900435e-05
hai-train2.csv,train_unlabeled,P2_Emerg,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_MASW,291599,4,1.3717468166900435e-05
hai-train2.csv,train_unlabeled,P2_MASW_Lamp,291599,4,1.3717468166900435e-05
hai-train2.csv,train_unlabeled,P2_ManualGO,291599,4,1.3717468166900435e-05
hai-train2.csv,train_unlabeled,P2_ManualSD,291599,2,6.858734083450218e-06
hai-train2.csv,train_unlabeled,P2_OnOff,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_RTR,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_TripEx,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_VTR01,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_VTR02,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_VTR03,291599,0,0.0
hai-train2.csv,train_unlabeled,P2_VTR04,291599,0,0.0
hai-train2.csv,train_unlabeled,P3_LH01,291599,0,0.0
hai-train2.csv,train_unlabeled,P3_LL01,291599,0,0.0
hai-train3.csv,train_unlabeled,P1_PIT01_HH,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP01AD,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP01AR,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP01BD,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP01BR,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP02D,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP02R,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_PP04D,125999,67,0.0005317502519861268
hai-train3.csv,train_unlabeled,P1_SOL01D,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_SOL03D,125999,0,0.0
hai-train3.csv,train_unlabeled,P1_STSP,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_ATSW_Lamp,125999,4,3.174628370066429e-05
hai-train3.csv,train_unlabeled,P2_AutoGO,125999,4,3.174628370066429e-05
hai-train3.csv,train_unlabeled,P2_Emerg,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_MASW,125999,4,3.174628370066429e-05
hai-train3.csv,train_unlabeled,P2_MASW_Lamp,125999,4,3.174628370066429e-05
hai-train3.csv,train_unlabeled,P2_ManualGO,125999,4,3.174628370066429e-05
hai-train3.csv,train_unlabeled,P2_ManualSD,125999,2,1.5873141850332145e-05
hai-train3.csv,train_unlabeled,P2_OnOff,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_RTR,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_TripEx,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_VTR01,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_VTR02,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_VTR03,125999,0,0.0
hai-train3.csv,train_unlabeled,P2_VTR04,125999,0,0.0
hai-train3.csv,train_unlabeled,P3_LH01,125999,0,0.0
hai-train3.csv,train_unlabeled,P3_LL01,125999,0,0.0
hai-train4.csv,train_unlabeled,P1_PIT01_HH,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP01AD,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP01AR,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP01BD,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP01BR,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP02D,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP02R,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_PP04D,197999,112,0.000565659422522336
hai-train4.csv,train_unlabeled,P1_SOL01D,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_SOL03D,197999,0,0.0
hai-train4.csv,train_unlabeled,P1_STSP,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_ATSW_Lamp,197999,4,2.020212223294057e-05
hai-train4.csv,train_unlabeled,P2_AutoGO,197999,4,2.020212223294057e-05
hai-train4.csv,train_unlabeled,P2_Emerg,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_MASW,197999,4,2.020212223294057e-05
hai-train4.csv,train_unlabeled,P2_MASW_Lamp,197999,4,2.020212223294057e-05
hai-train4.csv,train_unlabeled,P2_ManualGO,197999,4,2.020212223294057e-05
hai-train4.csv,train_unlabeled,P2_ManualSD,197999,2,1.0101061116470285e-05
hai-train4.csv,train_unlabeled,P2_OnOff,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_RTR,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_TripEx,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_VTR01,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_VTR02,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_VTR03,197999,0,0.0
hai-train4.csv,train_unlabeled,P2_VTR04,197999,0,0.0
hai-train4.csv,train_unlabeled,P3_LH01,197999,0,0.0
hai-train4.csv,train_unlabeled,P3_LL01,197999,0,0.0
hai-test1.csv,test,P1_PIT01_HH,53999,0,0.0
hai-test1.csv,test,P1_PP01AD,53999,0,0.0
hai-test1.csv,test,P1_PP01AR,53999,0,0.0
hai-test1.csv,test,P1_PP01BD,53999,0,0.0
hai-test1.csv,test,P1_PP01BR,53999,0,0.0
hai-test1.csv,test,P1_PP02D,53999,0,0.0
hai-test1.csv,test,P1_PP02R,53999,0,0.0
hai-test1.csv,test,P1_PP04D,53999,30,0.0005555658438119224
hai-test1.csv,test,P1_SOL01D,53999,0,0.0
hai-test1.csv,test,P1_SOL03D,53999,0,0.0
hai-test1.csv,test,P1_STSP,53999,0,0.0
hai-test1.csv,test,P2_ATSW_Lamp,53999,0,0.0
hai-test1.csv,test,P2_AutoGO,53999,0,0.0
hai-test1.csv,test,P2_Emerg,53999,0,0.0
hai-test1.csv,test,P2_MASW,53999,0,0.0
hai-test1.csv,test,P2_MASW_Lamp,53999,0,0.0
hai-test1.csv,test,P2_ManualGO,53999,0,0.0
hai-test1.csv,test,P2_ManualSD,53999,0,0.0
hai-test1.csv,test,P2_OnOff,53999,0,0.0
hai-test1.csv,test,P2_RTR,53999,0,0.0
hai-test1.csv,test,P2_TripEx,53999,0,0.0
hai-test1.csv,test,P2_VTR01,53999,0,0.0
hai-test1.csv,test,P2_VTR02,53999,0,0.0
hai-test1.csv,test,P2_VTR03,53999,0,0.0
hai-test1.csv,test,P2_VTR04,53999,0,0.0
hai-test1.csv,test,P3_LH01,53999,0,0.0
hai-test1.csv,test,P3_LL01,53999,0,0.0
hai-test2.csv,test,P1_PIT01_HH,230399,0,0.0
hai-test2.csv,test,P1_PP01AD,230399,0,0.0
hai-test2.csv,test,P1_PP01AR,230399,0,0.0
hai-test2.csv,test,P1_PP01BD,230399,0,0.0
hai-test2.csv,test,P1_PP01BR,230399,0,0.0
hai-test2.csv,test,P1_PP02D,230399,0,0.0
hai-test2.csv,test,P1_PP02R,230399,0,0.0
hai-test2.csv,test,P1_PP04D,230399,127,0.0005512176702155826
hai-test2.csv,test,P1_SOL01D,230399,0,0.0
hai-test2.csv,test,P1_SOL03D,230399,0,0.0
hai-test2.csv,test,P1_STSP,230399,0,0.0
hai-test2.csv,test,P2_ATSW_Lamp,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_AutoGO,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_Emerg,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_MASW,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_MASW_Lamp,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_ManualGO,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_ManualSD,230399,6,2.6041779695224373e-05
hai-test2.csv,test,P2_OnOff,230399,8,3.472237292696583e-05
hai-test2.csv,test,P2_RTR,230399,0,0.0
hai-test2.csv,test,P2_TripEx,230399,0,0.0
hai-test2.csv,test,P2_VTR01,230399,0,0.0
hai-test2.csv,test,P2_VTR02,230399,0,0.0
hai-test2.csv,test,P2_VTR03,230399,0,0.0
hai-test2.csv,test,P2_VTR04,230399,0,0.0
hai-test2.csv,test,P3_LH01,230399,0,0.0
hai-test2.csv,test,P3_LL01,230399,0,0.0
