feature,test_normal_mean,test_normal_std,test_anomaly_mean,test_anomaly_std,absolute_mean_difference,absolute_mean_difference_in_test_normal_sd,test_normal_zero_variance_but_mean_changed,ks_statistic,ks_pvalue,ks_basis,ks_rank,standardized_mean_shift_rank
P1_FT01,61.28019043700735,10.453329561450529,73.1559823770204,75.36297920021914,11.875791940013045,1.1360774450093136,False,0.13846331998584996,3.4266038795850713e-62,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,23.0,8.0
P1_FT01Z,318.7131451806854,45.54531515997718,345.10236495783556,230.54641485080683,26.389219777150174,0.5794058002334261,False,0.13727944771093256,3.8966808103478376e-61,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,24.0,9.0
P1_TIT03,27.808579002512666,1.2250482288570732,28.06454214072382,1.1591222704254356,0.255963138211154,0.20894127445901342,False,0.13397512843580167,3.0823401817790444e-58,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,25.0,27.0
P2_SCO,54690.48956471416,168.22860871040172,54699.822382290935,376.16646737789563,9.332817576774687,0.05547699436093376,False,0.12255724904494308,8.95007141274543e-49,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,26.0,46.0
P1_FCV01Z,24.857754122945174,22.24495362902302,27.948029096099795,27.556873728232567,3.090274973154621,0.13892027039888882,False,0.11877897228967738,7.856175598405406e-46,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,27.0,39.0
P1_FCV03Z,53.63833626186744,2.2813117288654605,53.65577998594519,3.742229912033207,0.017443724077750744,0.007646357074763227,False,0.11454557410414073,1.2087573093355903e-42,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,28.0,66.0
P1_FCV01D,25.05774608601694,21.994243409482216,28.091224971011947,27.23062814494837,3.033478884995006,0.13792149284331393,False,0.1141553091666545,2.3456396599941346e-42,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,29.0,40.0
P1_FT02,808.7487531276189,936.851211144985,878.3834017234715,1042.2375866737716,69.63464859585258,0.07432839683341785,False,0.1129049075132258,1.9322632459820919e-41,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,30.0,44.0
P1_PCV02Z,11.835036330544732,0.10886465060134629,12.22668334065355,1.8503311798362343,0.39164701010881764,3.597559060222385,False,0.11237981442035216,4.651664199728715e-41,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,31.0,4.0
P1_FT02Z,1336.7533972680355,1214.8289423439107,1323.7793495317992,1338.7460178586555,12.974047736236344,0.010679732169702843,False,0.10925877264492112,7.912561572766314e-39,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,32.0,63.0
x1003_10_SETPOINT_OUT,1336.7265331772132,1214.8312150122256,1324.0959071126142,1338.8642375509426,12.630626064599028,0.010397021338039884,False,0.10913777796765745,9.62759090652142e-39,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,33.0,64.0
P1_LIT01,359.5494671081914,25.77997412436074,371.5241631157765,70.28912176881178,11.974696007585123,0.4644960444808847,False,0.10134404464906266,1.865603647676713e-33,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,34.0,15.0
P1_FCV03D,52.97521608803146,2.222642592967995,53.03411085207309,3.6922959380488187,0.058894764041632186,0.026497631345661986,False,0.0986731217321625,9.815092744632928e-32,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,35.0,54.0
P2_SCST,720.3790370367669,0.25857800611444987,720.3377250869642,0.2528866896944653,0.041311949802775416,0.15976590748592218,False,0.0904321005924203,1.0239204690095787e-26,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,36.0,35.0
P2_SIT01,900.9875062267413,31.905009507061088,897.6802529866479,99.1344763066397,3.3072532400933596,0.10365937171594987,False,0.08598984905809456,3.409612734015964e-24,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,37.0,42.0
P1_FT03,241.0689941787295,11.668353879038605,241.14172026264936,14.984609157658495,0.07272608391986068,0.006232762965006408,False,0.08301608556836229,1.4121564776381958e-22,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,38.0,68.0
P1_FT03Z,987.5543720321156,24.808702395285863,986.9780327117005,31.047696128179382,0.5763393204150589,0.023231336779813788,False,0.08210352640450658,4.311911246402215e-22,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,39.0,57.0
P1_FCV02D,51.55594394079468,41.75745113343167,57.280979927969085,42.292787511405926,5.725035987174408,0.13710214181609504,False,0.08163582616040688,7.603999540777907e-22,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,40.0,41.0
P2_AutoSD,115.73825233195123,8.693667852777708,115.29251917076597,14.433484222028241,0.4457331611852595,0.051271013424195135,False,0.07535504104167767,1.1286380529048823e-18,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,41.0,47.0
P1_PCV02D,12.001148281749053,0.06264724879954493,12.392215080815179,1.8586211471375553,0.3910667990661256,6.242361900319657,False,0.06813612091000343,2.415470629997766e-15,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,42.0,3.0
P2_ATSW_Lamp,0.8515398364930993,0.3555561930397861,0.9171644413211525,0.2756456116485545,0.06562460482805321,0.18456887016086918,False,0.06530580737132646,3.9535972486783296e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,43.0,29.0
P2_AutoGO,0.8515398364930993,0.3555561930397861,0.9171644413211525,0.2756456116485545,0.06562460482805321,0.18456887016086918,False,0.06530580737132646,3.9535972486783296e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,43.0,29.0
P2_MASW,0.1484601635069007,0.3555561930397861,0.08283555867884751,0.2756456116485545,0.06562460482805318,0.1845688701608691,False,0.06530580737132641,3.9535972486785485e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,45.0,31.0
P2_MASW_Lamp,0.1484601635069007,0.3555561930397861,0.08283555867884751,0.2756456116485545,0.06562460482805318,0.1845688701608691,False,0.06530580737132641,3.9535972486785485e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,45.0,31.0
P2_ManualGO,0.1484601635069007,0.3555561930397861,0.08283555867884751,0.2756456116485545,0.06562460482805318,0.1845688701608691,False,0.06530580737132641,3.9535972486785485e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,45.0,31.0
P2_VIBTR03,9.66813488330354,0.283404820953821,9.593658432888263,1.4793478313775268,0.07447645041527728,0.26279175549879846,False,0.0644955194329484,8.610584875170471e-14,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,48.0,25.0
P1_PP04SP,27.74100306450904,0.28175892375293055,27.75396961085735,0.24889706811380066,0.012966546348309294,0.0460200024034711,False,0.061530088200969696,1.3679721066109291e-12,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,49.0,50.0
x1001_15_ASSIGN_OUT,1.0950005724939198,0.10245431868042397,1.100105422522839,0.09631912343466545,0.00510485002891925,0.0498256207709733,False,0.05438676963578576,6.260610923237585e-10,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,50.0,49.0
P2_VIBTR04,-1.3722212229319894,0.26669348703616286,-1.3640496749824313,1.0282269066338685,0.0081715479495581,0.03064022312794636,False,0.05408309262009035,7.988047573762957e-10,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,51.0,52.0
P2_VIBTR02,-3.3453805077358103,0.3669684191838182,-3.312976853478566,1.091745784649602,0.03240365425724434,0.08830093425835923,False,0.040904388403916456,8.382856388897861e-06,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,52.0,43.0
P4_ST_LD,330.07830847565714,35.986164569316145,329.1585175720309,34.93449527446475,0.9197909036262217,0.02555957031360013,False,0.04042639347842225,1.1175034156696173e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,53.0,55.0
P4_ST_PO,330.36613008124056,32.3482830896783,329.869870604357,31.48382600551923,0.49625947688355154,0.015341138060025765,False,0.03812530699061634,4.253735628597288e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,54.0,59.0
P3_FIT01,1082.5273317314736,1689.927585499505,1124.7272487702037,1761.3684786318854,42.199917038730064,0.024971435108124294,False,0.03754672981081081,5.880076444799973e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,55.0,56.0
P2_VIBTR01,6.651137857854486,0.3917081372969873,6.595466471363317,1.320577940876225,0.055671386491169095,0.14212466168135762,False,0.03715159098510193,7.314394641600045e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,56.0,38.0
P4_ST_GOV,18058.99160122484,1749.0884308896443,18002.926124385103,1710.7213413538118,56.06547683973622,0.03205411221616706,False,0.03681167347381026,8.808937263176322e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,57.0,51.0
P2_VT01,11.942794217152109,0.04632504635042293,11.821913062192552,1.209168858264235,0.12088115495955698,2.609412498913849,False,0.03673311218641918,9.193473722291159e-05,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,58.0,5.0
P4_LD,365.5500692726067,61.271227252003285,364.93073062368234,59.42609420370694,0.6193386489243835,0.010108148256556,False,0.033494518017815667,0.0004942371099555132,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,59.0,65.0
P3_LCP01D,5135.967972573037,5146.235949052096,5046.195361911455,5051.918627266869,89.7726106615819,0.017444324657931286,False,0.033397764098147945,0.0005184677455817376,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,60.0,58.0
P3_PIT01,786.5425213174319,1306.779166023429,699.2741567111736,1193.614022760124,87.26836460625827,0.0667812640997474,False,0.03327131645683318,0.0005518192609372422,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,61.0,45.0
P4_HT_PO,35.298769948427925,31.36947209485308,35.68341190354884,30.93366428545057,0.38464195512091237,0.01226166490650068,False,0.030150532048436984,0.0023850114316764,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,62.0,62.0
P3_LCV01D,7549.512233715241,6818.7811603463215,7634.75333801827,6716.727681221385,85.24110430302972,0.012500929755413998,False,0.02921265440252696,0.0036001007682405733,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,63.0,61.0
P4_HT_FD,-0.00019087068157177604,0.0020875013189914295,-0.0001755709768095573,0.0022304918678336784,1.529970476221875e-05,0.007329195255124801,False,0.02341964415661657,0.03433464680519749,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,64.0,67.0
P4_ST_FD,-4.6349591232748245e-05,0.0016482325857310927,-6.909258608573437e-05,0.0016706736608639802,2.2742994852986124e-05,0.01379841355514653,False,0.01947197163609382,0.12014439413138756,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,65.0,60.0
P2_24Vdc,28.0335683516717,0.0035141369219752073,28.03367210734364,0.0034649802414827373,0.00010375567194031987,0.029525221766829004,False,0.018895421221687858,0.14149347651507893,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,66.0,53.0
P2_OnOff,1.0,0.0,0.9898981026001406,0.10000363772660296,0.01010189739985945,inf,True,0.010101897399859451,0.8417913281299384,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,67.0,1.0
P2_Emerg,0.0,0.0,0.00825720309205903,0.0904971883386046,0.00825720309205903,inf,True,0.008257203092059018,0.961085967333238,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,68.0,1.0
P1_PIT01_HH,524320.0,0.0,524320.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP01AD,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP01AR,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP01BD,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP01BR,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP02D,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_PP02R,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_SOL01D,524320.0,0.0,524320.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_SOL03D,524320.0,0.0,524320.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P1_STSP,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_RTR,2880.0,0.0,2880.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_TripEx,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_VTR01,50.0,0.0,50.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_VTR02,50.0,0.0,50.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_VTR03,50.0,0.0,50.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P2_VTR04,50.0,0.0,50.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P3_LH01,70.0,0.0,70.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
P3_LL01,30.0,0.0,30.0,0.0,0.0,0.0,False,0.0,1.0,proportional_normal_sample_and_all_anomaly_rows_pooled_across_test_files,69.0,69.0
