source_file,event_number,feature,threshold_defined,response_rule,pre_event_median,pre_event_mode,pre_event_window_samples,file_normal_std,file_normal_constant,reaction_threshold_sigma,reaction_sustain_samples,response_detected,preexisting_excursion,reaction_delay_seconds,peak_abs_deviation_from_pre_median_sd,recovery_threshold_sigma,recovery_sustain_samples,recovery_search_seconds,recovery_search_actual_samples,recovery_detected,recovery_not_observed_within_horizon,recovery_right_censored,recovery_delay_seconds
hai-test1.csv,1,P1_FT03Z,True,3_sigma_from_pre_median,983.11615,984.42072,300,12.806775531386771,False,3.0,3,False,False,,1.5280505191989506,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_LCV01D,True,3_sigma_from_pre_median,14.50155,13.82238,300,2.8352305438964307,False,3.0,3,False,False,,2.908839289190892,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_LCV01Z,True,3_sigma_from_pre_median,14.56604,13.49792,300,2.849341018598587,False,3.0,3,True,False,155.0,3.0363968172034546,1.0,10,600,600,True,False,False,112.0
hai-test1.csv,1,P1_LIT01,True,3_sigma_from_pre_median,352.20596,354.30173,300,19.13774319643267,False,3.0,3,False,False,,2.0433177307598727,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PCV01D,True,3_sigma_from_pre_median,26.551475,22.26209,300,2.175029666301921,False,3.0,3,True,False,47.0,6.544276255413678,1.0,10,600,600,True,False,False,36.0
hai-test1.csv,1,P1_PCV01Z,True,3_sigma_from_pre_median,26.86462,27.81067,300,2.2021074236267753,False,3.0,3,True,False,51.0,6.800989742514169,1.0,10,600,600,True,False,False,40.0
hai-test1.csv,1,P1_PCV02D,True,3_sigma_from_pre_median,12.0,12.0,300,0.01098679314249775,False,3.0,3,True,False,167.0,352.2802286163816,1.0,10,600,600,True,False,False,11.0
hai-test1.csv,1,P1_PCV02Z,True,3_sigma_from_pre_median,11.68976,11.68976,300,0.027697809725893457,False,3.0,3,True,False,180.0,153.42621102733858,1.0,10,600,600,False,True,True,
hai-test1.csv,1,P1_PIT01,True,3_sigma_from_pre_median,1.07857,1.11938,300,0.10108042861225783,False,3.0,3,True,False,85.0,4.728709667758931,1.0,10,600,600,True,False,False,88.0
hai-test1.csv,1,P1_PIT01_HH,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PIT02,True,3_sigma_from_pre_median,0.369035,0.32211,300,0.3585321787147921,False,3.0,3,False,False,,0.12873321486916167,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP01AD,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP01AR,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP01BD,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP01BR,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP02D,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP02R,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP04,True,3_sigma_from_pre_median,5.551145,0.0,300,16.788267124760022,False,3.0,3,False,False,,2.349787188090379,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP04D,True,3_sigma_from_pre_median,0.0,0.0,300,0.4864033183195398,False,3.0,3,False,False,,2.0559070268164903,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_PP04SP,True,change_from_pre_mode,27.48882,27.48882,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_SOL01D,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_SOL03D,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_STSP,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_TIT01,True,3_sigma_from_pre_median,32.225035000000005,32.2937,300,1.1985492880384954,False,3.0,3,False,False,,0.13368244560240222,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_TIT02,True,3_sigma_from_pre_median,37.23754,36.44409,300,2.055402597486634,False,3.0,3,False,False,,0.6532929371802692,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P1_TIT03,True,3_sigma_from_pre_median,28.39069,28.39069,300,1.1772378238837553,False,3.0,3,False,False,,0.7066881331211358,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_24Vdc,True,3_sigma_from_pre_median,28.03601,28.03689,300,0.003477435961533257,False,3.0,3,False,False,,3.499704993742465,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_ATSW_Lamp,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_AutoGO,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_AutoSD,True,3_sigma_from_pre_median,119.04872,119.04872,300,4.841791207141232,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_Emerg,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_MASW,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_MASW_Lamp,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_ManualGO,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_ManualSD,True,change_from_pre_mode,12.92742,12.92742,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_OnOff,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_RTR,True,change_from_pre_mode,2880.0,2880.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_SCO,True,3_sigma_from_pre_median,54777.0,54777.0,300,25.815834015187235,False,3.0,3,False,False,,0.07747183371350377,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_SCST,True,3_sigma_from_pre_median,720.4803449999999,720.44318,300,0.2849730368572045,False,3.0,3,False,False,,1.3326348492061535,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_SIT01,True,3_sigma_from_pre_median,919.0,919.0,300,8.22603153950541,False,3.0,3,False,False,,0.9725224078682538,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_TripEx,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VIBTR01,True,3_sigma_from_pre_median,6.9911,7.044,300,0.3676899605355175,False,3.0,3,False,False,,1.8659742545070819,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VIBTR02,True,3_sigma_from_pre_median,-3.00135,-3.3898,300,0.348930030020079,False,3.0,3,False,False,,1.951537389776441,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VIBTR03,True,3_sigma_from_pre_median,9.908100000000001,9.624,300,0.23660338683141197,False,3.0,3,False,False,,2.7087524341173674,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VIBTR04,True,3_sigma_from_pre_median,-0.9855,-1.2481,300,0.24479515001020077,False,3.0,3,False,False,,2.480849804314724,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VT01,True,3_sigma_from_pre_median,11.972385,11.92346,300,0.04211469636210724,False,3.0,3,False,False,,1.5743910256387277,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VTR01,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VTR02,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VTR03,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P2_VTR04,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_FIT01,True,3_sigma_from_pre_median,33.0,29.0,300,1697.784997187767,False,3.0,3,False,False,,1.7475711028867478,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_LCP01D,True,3_sigma_from_pre_median,1004.0,-8.0,300,5136.8956074100415,False,3.0,3,False,False,,2.490998645474048,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_LCV01D,True,3_sigma_from_pre_median,13544.0,-144.0,300,6816.085890450855,False,3.0,3,False,False,,2.008190656631323,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_LH01,True,change_from_pre_mode,70.0,70.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_LIT01,True,3_sigma_from_pre_median,16221.5,15008.0,300,3056.888907585003,False,3.0,3,False,False,,1.060718952512289,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_LL01,True,change_from_pre_mode,30.0,30.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P3_PIT01,True,3_sigma_from_pre_median,24.0,24.0,300,1342.210771459746,False,3.0,3,False,False,,3.029330479577322,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_HT_FD,True,3_sigma_from_pre_median,-0.00022,-0.00036,300,0.002094857275730677,False,3.0,3,False,False,,13.222857862876774,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_HT_PO,True,3_sigma_from_pre_median,62.599485,0.01807,300,31.352937628143213,False,3.0,3,False,False,,1.9960303478492967,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_HT_PS,True,3_sigma_from_pre_median,7.94045,7.94045,300,1.8602580474440873,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_LD,True,3_sigma_from_pre_median,396.08651499999996,269.54932,300,61.64805357478487,False,3.0,3,False,False,,1.9176320766817094,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_FD,True,3_sigma_from_pre_median,-0.00029,7e-05,300,0.0016600255351600075,False,3.0,3,False,False,,3.662594262090045,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_GOV,True,3_sigma_from_pre_median,18476.0,18930.0,300,1720.1717180299972,False,3.0,3,False,False,,1.9166691124161972,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_LD,True,3_sigma_from_pre_median,337.14914,271.73755,300,35.6527960419603,False,3.0,3,False,False,,1.7276549622505646,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_PO,True,3_sigma_from_pre_median,338.586885,327.03998,300,31.82679025985116,False,3.0,3,False,False,,1.9504023023743737,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_PS,True,3_sigma_from_pre_median,20.16145,20.16145,300,2.3221340099168533,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,P4_ST_PT01,True,3_sigma_from_pre_median,9970.0,9970.0,300,28.696066979387986,False,3.0,3,True,False,208.0,4.8438693741494925,1.0,10,600,600,True,False,False,88.0
hai-test1.csv,1,P4_ST_TT01,True,3_sigma_from_pre_median,27284.0,27278.0,300,115.90000290990808,False,3.0,3,False,False,,0.13805003967460805,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1001_05_SETPOINT_OUT,True,3_sigma_from_pre_median,0.05148,0.05148,300,0.030634948508867832,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1001_15_ASSIGN_OUT,True,3_sigma_from_pre_median,1.05515,1.02036,300,0.0991220108490534,False,3.0,3,False,False,,1.8299669109440015,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1002_07_SETPOINT_OUT,True,3_sigma_from_pre_median,348.79922,348.79922,300,17.571010784651346,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1002_08_SETPOINT_OUT,True,3_sigma_from_pre_median,982.02313,982.02313,300,12.08195744085597,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1003_10_SETPOINT_OUT,True,3_sigma_from_pre_median,326.429445,26.01891,300,1257.5776996314432,False,3.0,3,False,False,,0.24203911622256433,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1003_18_SETPOINT_OUT,True,3_sigma_from_pre_median,26.47805,26.47805,300,0.1657230121219866,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,1,x1003_24_SUM_OUT,True,3_sigma_from_pre_median,30.32362,30.3755,300,0.35208254333579925,False,3.0,3,False,False,,1.7172961609270412,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV01D,True,3_sigma_from_pre_median,3.875365,2.82108,300,22.84270615719168,False,3.0,3,False,False,,0.10565013546961895,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV01Z,True,3_sigma_from_pre_median,3.43475,3.43475,300,23.169097266768347,False,3.0,3,False,False,,0.13369230420741582,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV02D,True,3_sigma_from_pre_median,100.0,100.0,300,40.896481276676205,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV02Z,True,3_sigma_from_pre_median,97.34497,97.34497,300,37.76975658121236,False,3.0,3,False,False,,0.00040376219971670124,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV03D,True,3_sigma_from_pre_median,52.165594999999996,51.56974,300,1.0646258364164685,False,3.0,3,False,False,,1.457878389673829,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FCV03Z,True,3_sigma_from_pre_median,53.05634,53.17078,300,1.0746685930744746,False,3.0,3,False,False,,1.6825373065263578,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FT01,True,3_sigma_from_pre_median,60.40572,62.59917,300,7.122921026465356,False,3.0,3,True,False,138.0,3.119589550051019,1.0,10,600,600,True,False,False,54.0
hai-test1.csv,2,P1_FT01Z,True,3_sigma_from_pre_median,314.01599,301.10565,300,37.09807579445848,False,3.0,3,True,False,147.0,3.105249464642255,1.0,10,600,600,True,False,False,55.0
hai-test1.csv,2,P1_FT02,True,3_sigma_from_pre_median,4.80653,4.80653,300,1002.1838417006109,False,3.0,3,False,False,,0.0011419461703333735,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FT02Z,True,3_sigma_from_pre_median,25.02598,25.02598,300,1257.579495817021,False,3.0,3,False,False,,0.004738221336957131,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FT03,True,3_sigma_from_pre_median,234.64203,232.73463,300,5.620080284055158,False,3.0,3,False,False,,0.8484522923148344,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_FT03Z,True,3_sigma_from_pre_median,973.98383,970.9397,300,12.806775531386771,False,3.0,3,False,False,,0.8489170418701603,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_LCV01D,True,3_sigma_from_pre_median,17.699065,16.29439,300,2.8352305438964307,False,3.0,3,True,False,93.0,4.090416923930981,1.0,10,600,600,True,False,False,46.0
hai-test1.csv,2,P1_LCV01Z,True,3_sigma_from_pre_median,17.64831,17.64831,300,2.849341018598587,False,3.0,3,True,False,97.0,4.083337137975306,1.0,10,600,600,True,False,False,49.0
hai-test1.csv,2,P1_LIT01,True,3_sigma_from_pre_median,346.710875,343.61832,300,19.13774319643267,False,3.0,3,False,False,,1.336837093977149,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PCV01D,True,3_sigma_from_pre_median,24.950585,22.60942,300,2.175029666301921,False,3.0,3,True,False,35.0,9.500452026078992,1.0,10,600,600,True,False,False,1.0
hai-test1.csv,2,P1_PCV01Z,True,3_sigma_from_pre_median,24.84284,26.02539,300,2.2021074236267753,False,3.0,3,True,False,36.0,9.86021379658183,1.0,10,600,600,True,False,False,1.0
hai-test1.csv,2,P1_PCV02D,True,3_sigma_from_pre_median,12.0,12.0,300,0.01098679314249775,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PCV02Z,True,3_sigma_from_pre_median,11.81183,11.81183,300,0.027697809725893457,False,3.0,3,False,False,,0.5509460910815445,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PIT01,True,3_sigma_from_pre_median,0.96527,0.96832,300,0.10108042861225783,False,3.0,3,True,False,158.0,4.438148968687673,1.0,10,600,600,True,False,False,17.0
hai-test1.csv,2,P1_PIT01_HH,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PIT02,True,3_sigma_from_pre_median,0.3717,0.36942,300,0.3585321787147921,False,3.0,3,False,False,,0.04682982727013818,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP01AD,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP01AR,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP01BD,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP01BR,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP02D,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP02R,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP04,True,3_sigma_from_pre_median,36.542015000000006,40.0,300,16.788267124760022,False,3.0,3,False,False,,0.20597629131716733,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP04D,True,3_sigma_from_pre_median,1.0,1.0,300,0.4864033183195398,False,3.0,3,False,False,,0.0,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_PP04SP,True,change_from_pre_mode,27.48882,27.48882,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_SOL01D,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_SOL03D,True,change_from_pre_mode,524320.0,524320.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_STSP,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_TIT01,True,3_sigma_from_pre_median,31.843564999999998,32.33947,300,1.1985492880384954,False,3.0,3,False,False,,1.4959042718503637,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_TIT02,True,3_sigma_from_pre_median,38.39721,38.39721,300,2.055402597486634,False,3.0,3,False,False,,0.08166283345425854,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P1_TIT03,True,3_sigma_from_pre_median,29.65018,29.65018,300,1.1772378238837553,False,3.0,3,False,False,,0.11825987678573366,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_24Vdc,True,3_sigma_from_pre_median,28.03514,28.03514,300,0.003477435961533257,False,3.0,3,False,False,,3.235142249762702,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_ATSW_Lamp,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_AutoGO,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_AutoSD,True,3_sigma_from_pre_median,119.04872,119.04872,300,4.841791207141232,False,3.0,3,False,False,,0.9703640241798136,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_Emerg,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_MASW,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_MASW_Lamp,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_ManualGO,True,change_from_pre_mode,0.0,0.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_ManualSD,True,change_from_pre_mode,12.92742,12.92742,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_OnOff,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_RTR,True,change_from_pre_mode,2880.0,2880.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_SCO,True,3_sigma_from_pre_median,54776.5,54776.0,300,25.815834015187235,False,3.0,3,False,False,,1.026501796703925,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_SCST,True,3_sigma_from_pre_median,720.4948750000001,720.40131,300,0.2849730368572045,False,3.0,3,False,False,,1.203254187769716,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_SIT01,True,3_sigma_from_pre_median,918.0,918.0,300,8.22603153950541,False,3.0,3,False,False,,1.337218310818849,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_TripEx,True,change_from_pre_mode,1.0,1.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VIBTR01,True,3_sigma_from_pre_median,6.931,6.4252,300,0.3676899605355175,False,3.0,3,False,False,,1.8385054599136954,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VIBTR02,True,3_sigma_from_pre_median,-3.02625,-3.3995,300,0.348930030020079,False,3.0,3,False,False,,1.9352017364660279,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VIBTR03,True,3_sigma_from_pre_median,9.82845,9.595,300,0.23660338683141197,False,3.0,3,False,False,,2.5496253797492647,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VIBTR04,True,3_sigma_from_pre_median,-1.036,-1.1353,300,0.24479515001020077,False,3.0,3,False,False,,2.717374098188958,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VT01,True,3_sigma_from_pre_median,11.97621,11.92349,300,0.04211469636210724,False,3.0,3,False,False,,1.4106714551420576,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VTR01,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VTR02,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VTR03,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P2_VTR04,True,change_from_pre_mode,50.0,50.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_FIT01,True,3_sigma_from_pre_median,268.5,28.0,300,1697.784997187767,False,3.0,3,False,False,,2.8875858887436068,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_LCP01D,True,3_sigma_from_pre_median,9732.0,13808.0,300,5136.8956074100415,False,3.0,3,False,False,,1.8664969531732707,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_LCV01D,True,3_sigma_from_pre_median,-128.0,-144.0,300,6816.085890450855,False,3.0,3,False,False,,2.204197576360973,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_LH01,True,change_from_pre_mode,70.0,70.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_LIT01,True,3_sigma_from_pre_median,19118.0,19210.0,300,3056.888907585003,False,3.0,3,False,False,,0.255488512540354,1.0,10,600,600,False,False,False,
hai-test1.csv,2,P3_LL01,True,change_from_pre_mode,30.0,30.0,300,0.0,True,3.0,3,False,False,,,1.0,10,600,600,False,False,False,
