source_file,series_id,feature,comparable_pairs,transition_count,transition_rate
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,limiter.y,49999,6,0.00012000240004800096
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,inj_valve_act,49999,14,0.00028000560011200225
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,Relaxing.active,49999,134,0.0026800536010720215
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,boundary.m_flow_in,49999,14,0.00028000560011200225
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,dir_valve_act,49999,136,0.0027200544010880217
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,dt_rand,49999,67,0.0013400268005360108
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,C_level,49999,1302,0.026040520810416207
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,HT_temperature.T,49999,49997,0.999959999199984
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,heater_act,49999,135,0.0027000540010800214
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,HT_level,49999,3166,0.06332126642532851
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,limiter1.y,49999,67,0.0013400268005360108
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,5,dL_rand,49999,6,0.00012000240004800096
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,RT_level_ini,49999,7,0.00014000280005600112
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,RT_temperature.T,49999,7398,0.14796295925918518
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,C_temperature.T,49999,1207,0.024140482809656194
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,RT_level,49999,10031,0.2006240124802496
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,out_valve_act,49999,12,0.00024000480009600192
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,dT_rand,49999,6,0.00012000240004800096
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,inv_valve_act,49999,132,0.002640052801056021
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,limiter.y,49999,6,0.00012000240004800096
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,inj_valve_act,49999,14,0.00028000560011200225
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,Relaxing.active,49999,132,0.002640052801056021
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,boundary.m_flow_in,49999,14,0.00028000560011200225
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,dir_valve_act,49999,134,0.0026800536010720215
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,dt_rand,49999,66,0.0013200264005280105
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,C_level,49999,1207,0.024140482809656194
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,HT_temperature.T,49999,49998,0.999979999599992
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,heater_act,49999,133,0.0026600532010640212
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,HT_level,49999,3138,0.0627612552251045
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,limiter1.y,49999,66,0.0013200264005280105
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,6,dL_rand,49999,6,0.00012000240004800096
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,RT_level_ini,49999,7,0.00014000280005600112
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,RT_temperature.T,49999,7888,0.15776315526310528
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,C_temperature.T,49999,1247,0.0249404988099762
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,RT_level,49999,10561,0.2112242244844897
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,out_valve_act,49999,12,0.00024000480009600192
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,dT_rand,49999,6,0.00012000240004800096
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,inv_valve_act,49999,132,0.002640052801056021
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,limiter.y,49999,6,0.00012000240004800096
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,inj_valve_act,49999,14,0.00028000560011200225
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,Relaxing.active,49999,132,0.002640052801056021
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,boundary.m_flow_in,49999,14,0.00028000560011200225
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,dir_valve_act,49999,134,0.0026800536010720215
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,dt_rand,49999,66,0.0013200264005280105
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,C_level,49999,1247,0.0249404988099762
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,HT_temperature.T,49999,49999,1.0
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,heater_act,49999,133,0.0026600532010640212
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,HT_level,49999,3132,0.0626412528250565
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,limiter1.y,49999,66,0.0013200264005280105
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,7,dL_rand,49999,6,0.00012000240004800096
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,RT_level_ini,49999,6,0.00012000240004800096
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,RT_temperature.T,49999,7975,0.1595031900638013
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,C_temperature.T,49999,1286,0.025720514410288206
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,RT_level,49999,10663,0.2132642652853057
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,out_valve_act,49999,12,0.00024000480009600192
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,dT_rand,49999,6,0.00012000240004800096
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,inv_valve_act,49999,132,0.002640052801056021
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,limiter.y,49999,6,0.00012000240004800096
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,inj_valve_act,49999,13,0.00026000520010400205
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,Relaxing.active,49999,132,0.002640052801056021
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,boundary.m_flow_in,49999,13,0.00026000520010400205
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,dir_valve_act,49999,132,0.002640052801056021
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,dt_rand,49999,66,0.0013200264005280105
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,C_level,49999,1286,0.025720514410288206
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,HT_temperature.T,49999,49999,1.0
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,heater_act,49999,132,0.002640052801056021
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,HT_level,49999,3109,0.0621812436248725
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,limiter1.y,49999,66,0.0013200264005280105
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,8,dL_rand,49999,6,0.00012000240004800096
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,RT_level_ini,49999,6,0.00012000240004800096
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,RT_temperature.T,49999,8365,0.16730334606692135
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,C_temperature.T,49999,1398,0.027960559211184222
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,RT_level,49999,11211,0.2242244844896898
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,out_valve_act,49999,12,0.00024000480009600192
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,dT_rand,49999,6,0.00012000240004800096
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,inv_valve_act,49999,136,0.0027200544010880217
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,limiter.y,49999,6,0.00012000240004800096
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,inj_valve_act,49999,13,0.00026000520010400205
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,Relaxing.active,49999,136,0.0027200544010880217
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,boundary.m_flow_in,49999,13,0.00026000520010400205
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,dir_valve_act,49999,136,0.0027200544010880217
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,dt_rand,49999,68,0.0013600272005440108
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,C_level,49999,1398,0.027960559211184222
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,HT_temperature.T,49999,49999,1.0
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,heater_act,49999,136,0.0027200544010880217
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,HT_level,49999,3205,0.06410128202564051
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,limiter1.y,49999,68,0.0013600272005440108
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,9,dL_rand,49999,6,0.00012000240004800096
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,RT_level_ini,49999,8,0.0001600032000640013
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,RT_temperature.T,49999,7805,0.15610312206244126
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,C_temperature.T,49999,1307,0.02614052281045621
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,RT_level,49999,10538,0.2107642152843057
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,out_valve_act,49999,14,0.00028000560011200225
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,dT_rand,49999,7,0.00014000280005600112
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,inv_valve_act,49999,134,0.0026800536010720215
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,limiter.y,49999,6,0.00012000240004800096
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,inj_valve_act,49999,16,0.0003200064001280026
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,Relaxing.active,49999,134,0.0026800536010720215
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,boundary.m_flow_in,49999,16,0.0003200064001280026
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,dir_valve_act,49999,136,0.0027200544010880217
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,dt_rand,49999,67,0.0013400268005360108
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,C_level,49999,1307,0.02614052281045621
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,HT_temperature.T,49999,49998,0.999979999599992
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,heater_act,49999,135,0.0027000540010800214
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,HT_level,49999,3178,0.06356127122542451
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,limiter1.y,49999,67,0.0013400268005360108
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,10,dL_rand,49999,7,0.00014000280005600112
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,RT_level_ini,49999,6,0.00012000240004800096
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,RT_temperature.T,49999,8034,0.1606832136642733
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,C_temperature.T,49999,1361,0.02722054441088822
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,RT_level,49999,10866,0.21732434648692975
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,out_valve_act,49999,12,0.00024000480009600192
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,dT_rand,49999,6,0.00012000240004800096
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,inv_valve_act,49999,136,0.0027200544010880217
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,limiter.y,49999,6,0.00012000240004800096
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,inj_valve_act,49999,14,0.00028000560011200225
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,Relaxing.active,49999,136,0.0027200544010880217
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,boundary.m_flow_in,49999,14,0.00028000560011200225
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,dir_valve_act,49999,138,0.002760055201104022
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,dt_rand,49999,68,0.0013600272005440108
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,C_level,49999,1361,0.02722054441088822
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,HT_temperature.T,49999,49999,1.0
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,heater_act,49999,137,0.002740054801096022
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,HT_level,49999,3227,0.06454129082581651
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,limiter1.y,49999,68,0.0013600272005440108
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,11,dL_rand,49999,6,0.00012000240004800096
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,RT_level_ini,39937,4,0.00010015774845381476
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,RT_temperature.T,39937,6033,0.1510629241054661
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,C_temperature.T,39937,867,0.02170919197736435
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,RT_level,39937,8055,0.20169266594886948
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,out_valve_act,39937,8,0.00020031549690762953
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,dT_rand,39937,4,0.00010015774845381476
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,inv_valve_act,39937,108,0.0027042592082529983
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,limiter.y,39937,4,0.00010015774845381476
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,inj_valve_act,39937,10,0.00025039437113453687
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,Relaxing.active,39937,107,0.0026792197711395446
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,boundary.m_flow_in,39937,10,0.00025039437113453687
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,dir_valve_act,39937,108,0.0027042592082529983
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,dt_rand,39937,54,0.0013521296041264991
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,C_level,39937,867,0.02170919197736435
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,HT_temperature.T,39937,39937,1.0
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,heater_act,39937,108,0.0027042592082529983
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,HT_level,39937,2547,0.06377544632796654
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,limiter1.y,39937,54,0.0013521296041264991
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,12,dL_rand,39937,4,0.00010015774845381476
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,RT_level_ini,49999,7,0.00014000280005600112
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,RT_temperature.T,49999,7457,0.14914298285965719
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,C_temperature.T,49999,1173,0.023460469209384188
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,RT_level,49999,10020,0.2004040080801616
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,out_valve_act,49999,12,0.00024000480009600192
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,dT_rand,49999,6,0.00012000240004800096
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,inv_valve_act,49999,130,0.0026000520010400208
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,limiter.y,49999,6,0.00012000240004800096
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,inj_valve_act,49999,14,0.00028000560011200225
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,Relaxing.active,49999,130,0.0026000520010400208
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,boundary.m_flow_in,49999,14,0.00028000560011200225
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,dir_valve_act,49999,132,0.002640052801056021
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,dt_rand,49999,65,0.0013000260005200104
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,C_level,49999,1173,0.023460469209384188
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,HT_temperature.T,49999,49999,1.0
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,heater_act,49999,131,0.002620052401048021
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,HT_level,49999,3079,0.06158123162463249
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,limiter1.y,49999,65,0.0013000260005200104
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,13,dL_rand,49999,6,0.00012000240004800096
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,RT_level_ini,49999,7,0.00014000280005600112
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,RT_temperature.T,49999,7841,0.15682313646272925
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,C_temperature.T,49999,1322,0.02644052881057621
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,RT_level,49999,10589,0.2117842356847137
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,out_valve_act,49999,12,0.00024000480009600192
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,dT_rand,49999,6,0.00012000240004800096
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,inv_valve_act,49999,132,0.002640052801056021
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,limiter.y,49999,6,0.00012000240004800096
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,inj_valve_act,49999,14,0.00028000560011200225
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,Relaxing.active,49999,132,0.002640052801056021
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,boundary.m_flow_in,49999,14,0.00028000560011200225
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,14,dir_valve_act,49999,134,0.0026800536010720215
