group,source_file,series_id,sample_index_0based,PC1,PC2
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,367,-5.539701624565483,-4.044378234169553
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,387,-5.5399231120761065,-4.0109109365734446
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,395,-5.5400150515031665,-3.9975382205272774
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,413,-5.5402289659112975,-3.9674798546011663
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,417,-5.540277483959582,-3.960804478011298
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,448,-5.54066872829091,-3.9091360688629355
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,449,-5.540681777668251,-3.9074710313306613
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,491,-5.541254850182109,-3.837653372317218
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,492,-5.541268971143521,-3.8359930728671485
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,524,-5.541736084803062,-3.7829303369573237
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,594,-5.542843135968806,-3.6672250474860766
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,602,-5.542976806417752,-3.654032616832734
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,605,-5.54302721963171,-3.6490868129009
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,679,-5.5443316204609445,-3.527353403026535
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,691,-5.544553434651868,-3.5076578499179125
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,716,-5.545024191960654,-3.466663489747769
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,718,-5.545062390006665,-3.4633865446603376
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,773,-5.546140734077338,-3.3733855873562804
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,802,-5.546730745787926,-3.3260242522469445
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,814,-5.546979064489246,-3.3064446130473164
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,859,-5.547930251621983,-3.2331093162957294
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,878,-5.548341090430925,-3.2021860002586195
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,883,-5.548450114364181,-3.194052464750942
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,890,-5.5486032493554625,-3.1826673214836974
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,921,-5.54929033069855,-3.1322875677933535
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,947,-5.54987752578952,-3.09008107780865
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,971,-5.550427690813378,-3.0511572696074603
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,996,-5.461707038149196,-0.9720594520516181
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,999,-5.461359597169404,-0.9705232180143331
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1046,-5.455961114460602,-0.9466534577692665
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1071,-5.453123968301868,-0.9341088221295506
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1074,-5.452785100005448,-0.9326104927976835
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1097,-5.450198375125722,-0.9211731119576333
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1111,-5.448633613061014,-0.9142544095481008
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1116,-5.448076553479023,-0.9117913325352545
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1131,-5.446410815089605,-0.9044261564050059
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1133,-5.446189326615629,-0.9034468299801505
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1134,-5.446078706026177,-0.9029577134837549
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1142,-5.445194565588757,-0.8990484261149623
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1178,-5.441245361006095,-0.881586748152534
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1211,-5.437666595275072,-0.8657629908894982
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1215,-5.437235405770811,-0.8638564570276497
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1231,-5.435516665115039,-0.8562569277543908
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1244,-5.434126901198571,-0.8501119916171976
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1256,-5.432849488896549,-0.8444638258217111
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1261,-5.432318724372109,-0.8421170142029069
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1264,-5.432000710779393,-0.8407108953687353
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1282,-5.430098976299437,-0.8323022463955091
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1418,-5.416092117841736,-0.7703699644551081
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1425,-5.415388168622137,-0.7672574048707074
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1441,-5.4137854889150665,-0.7601710470140752
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1444,-5.4134859395628405,-0.758846569081123
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1451,-5.412788254996892,-0.7557617090909792
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1473,-5.410606012415327,-0.7461127743757524
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1480,-5.409914757361909,-0.7430563429146717
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1516,-5.406385119701403,-0.7274498087729789
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1535,-5.404539602245415,-0.7192897272132657
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1536,-5.404442747403512,-0.7188614769104528
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1583,-5.399930465874883,-0.6989101157491016
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1593,-5.398979887138619,-0.6947070669013834
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1658,-5.392873581017084,-0.6677076170621915
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1661,-5.392594968796647,-0.666475714088366
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1695,-5.389457448988584,-0.6526029558297285
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1699,-5.389090719471199,-0.6509814362052563
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1729,-5.386356115797885,-0.6388901991728768
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1734,-5.38590275271618,-0.6368856233229481
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1740,-5.385359706174112,-0.6344845059238072
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1757,-5.38382700924396,-0.6277075816981565
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1768,-5.382839914172571,-0.6233430733790422
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1777,-5.3820350710590565,-0.6197844045472994
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1801,-5.379900802533147,-0.6103475903978367
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1825,-5.377784091522533,-0.6009884080021914
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1858,-5.374901609055627,-0.588243314777483
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1872,-5.373687667584503,-0.5828757895985983
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1895,-5.371705646624662,-0.5741121484675475
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1908,-5.370592269326996,-0.5691892746544509
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1915,-5.3699947367859515,-0.5665472436871113
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1930,-5.368719220365102,-0.5609074606597998
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1972,-5.365182658618124,-0.5452703111965705
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1994,-5.363349835325616,-0.5371663577482351
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,1996,-5.363183822009297,-0.5364323185242966
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2016,-5.361530283206716,-0.5291210837010087
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2040,-5.359560626695296,-0.5204121128236678
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2070,-5.3571207914531795,-0.5096242145551736
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2077,-5.356555076759726,-0.5071228683754797
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2079,-5.3563936795028555,-0.5064092393738602
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2092,-5.3553472350806715,-0.501782313844105
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2097,-5.354945967540127,-0.5000080819897852
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2125,-5.35271146455852,-0.4901280743441444
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2130,-5.352314648218541,-0.488373523777338
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2149,-5.3508129448361785,-0.481733639641421
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2172,-5.349007817905751,-0.47375214755088524
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2177,-5.348617266219421,-0.47202529657833675
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2182,-5.348227373971315,-0.47030136135695194
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2187,-5.347838141158728,-0.4685803418747878
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2221,-5.3452087177183145,-0.45695416643051595
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2229,-5.344594451959076,-0.45423814839532634
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2254,-5.342685133951727,-0.4457959683374579
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2296,-5.339513240979381,-0.4317712267837781
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2306,-5.338764532459043,-0.42846076089217394
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2314,-5.338167412066551,-0.4258205522678186
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2353,-5.335279324381514,-0.41305067518807353
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2354,-5.33520579713192,-0.4127255694289214
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2373,-5.333812818457837,-0.406566419021225
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2385,-5.332937580424252,-0.4026964942394025
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2390,-5.332573900802903,-0.40108845993868447
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2406,-5.331414362902665,-0.3959614838665693
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2415,-5.33076481725125,-0.39308947337699407
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2434,-5.407326873567763,-0.052703902817938374
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2443,-5.424055827624492,0.09097005743880168
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2453,-5.425455812815835,0.08477992723619598
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2472,-5.4280665247260895,0.07323648610132186
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2473,-5.428202121502051,0.07263693568932782
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2488,-5.430214394143369,0.06373953468113826
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2491,-5.4306120347804505,0.061981339428362786
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2509,-5.432964824309691,0.051578319728310396
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2518,-5.434120240729822,0.04646956706215488
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2539,-5.436762605623385,0.03478617009832611
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2567,-5.41689916535541,-0.6896978036005081
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2597,-5.413854955911171,-0.6762376234926265
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2604,-5.413148945951519,-0.6731159522052454
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2626,-5.410940985317137,-0.6633533033618253
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2640,-5.409544379739585,-0.6571781163525844
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2676,-5.40598300666498,-0.6414312619085616
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2682,-5.405393552230672,-0.6388249488422223
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2721,-5.401591072426739,-0.6220120245165451
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2739,-5.39985279594371,-0.6143261162479188
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2740,-5.399756518111937,-0.6139004172348393
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2741,-5.399660240280168,-0.6134747182217599
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2749,-5.398891583784018,-0.6100760509918038
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2758,-5.398029122344704,-0.6062626187947324
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2812,-5.392908757279695,-0.5836225747190752
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2824,-5.391783262823278,-0.5786461240604481
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2828,-5.391409032206596,-0.576991437812764
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2836,-5.39066221957013,-0.5736893547012778
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2839,-5.390382618193714,-0.5724530781066777
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2906,-5.384211934513388,-0.5451689784915407
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2911,-5.3837568404093865,-0.5431567488082423
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2914,-5.383484163124843,-0.5419510875590632
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2933,-5.3817636914467775,-0.534343904452435
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2937,-5.381402896865285,-0.5327486265526101
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2945,-5.380682791432221,-0.5295646311662062
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2957,-5.379606260190142,-0.5248046747060594
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2959,-5.379427222987183,-0.524013049477248
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2978,-5.3777328815104894,-0.5165214028417979
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,2983,-5.377288915409257,-0.5145583763832546
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3018,-5.374200029095069,-0.5009006544415445
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3069,-5.369764159853189,-0.48128715542829437
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3106,-5.36659267902939,-0.46726423621759894
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3124,-5.365063938720466,-0.4605048064631035
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3142,-5.3635444305304345,-0.45378619715324603
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3143,-5.363460352288204,-0.45341443945907073
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3181,-5.36028400811259,-0.4393700166059343
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3188,-5.359703208792443,-0.43680197271838667
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3219,-5.357147559891296,-0.4255019964414456
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3229,-5.356328868596739,-0.42188209693080336
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3258,-5.35396997927273,-0.4114521065712982
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3264,-5.3534848807742215,-0.4093072104070971
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3266,-5.35332331865847,-0.40859285247067256
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3267,-5.353242620030035,-0.4082360379698628
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3293,-5.351153605384206,-0.39899931694396124
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3326,-5.348528468285481,-0.3873920938523976
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3343,-5.347187420293678,-0.38146255850550487
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3356,-5.346167106072867,-0.3769511694469282
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3393,-5.343287178922654,-0.3642173747296155
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3447,-5.339147561847296,-0.34591377491738345
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3459,-5.338237785787847,-0.34189113789377046
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3495,-5.3355303014691815,-0.32991981094140166
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3529,-5.33300300836564,-0.31874521176148246
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3573,-5.329774815941233,-0.30447153833285906
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3575,-5.329629245177366,-0.30382788725168863
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3608,-5.394081342075744,-0.24892299777157692
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3618,-5.40797133420179,-0.08095825998818956
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3630,-5.432349127943356,0.15015930820140755
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3650,-5.43514044321998,0.13781731693915797
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3696,-5.441288211453849,0.11063453953663924
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3749,-5.4056192153127185,-0.5439640886634083
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3781,-5.4025853920049345,-0.5305498315676875
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3802,-5.400612026159259,-0.5218244596154277
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3811,-5.399770501849034,-0.518103602365541
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3814,-5.399490570754859,-0.51686586790133
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3847,-5.396429792951302,-0.5033324296604048
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3914,-5.390318211332097,-0.47630965384772883
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3939,-5.388072580347724,-0.46638044297733217
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3943,-5.3877150005238486,-0.4647993793480096
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3945,-5.3875363754694385,-0.4640095764621823
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,3949,-5.387179537509172,-0.46243179303351173
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4008,-5.381970890288335,-0.43940140337240186
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4089,-5.374984400353308,-0.4085101606475148
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4095,-5.374474243242902,-0.40625446611822635
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4100,-5.374049895399721,-0.404378183128425
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4111,-5.373118934918807,-0.40026187773750566
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4113,-5.372950036565336,-0.39951508212461834
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4128,-5.371686884590203,-0.39392996933907404
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4134,-5.3711834042819975,-0.39170379674702793
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4140,-5.370680995560566,-0.38948236224913024
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4167,-5.3684325619671265,-0.37954075945121496
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4183,-5.367109318777591,-0.3736899492543777
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4201,-5.365629047103662,-0.3671448268820033
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4225,-5.363669447010936,-0.35848032114721234
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4231,-5.363182122913495,-0.35632558434522554
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4248,-5.361806536895829,-0.3502433367565426
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4265,-5.360439028984896,-0.34419680706886135
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4285,-5.358839893753201,-0.33712612135234254
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4296,-5.357964655719616,-0.3332561965705194
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4298,-5.3578058137821385,-0.3325538660882393
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4305,-5.357250897370991,-0.33010026525174807
train_prefix,032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,4321,-5.355987498108891,-0.32451405906996716
