group,feature,rows,finite_count,missing_count,missing_rate,infinite_count,infinite_rate,zero_count,zero_rate,mean,std,min,max
train_prefix,RT_level_ini,1233688,1233688,0,0.0,0,0.0,23328,0.018909156934330235,2.21311171302913,0.47634846683472576,0.0,2.70000004768
train_prefix,RT_temperature.T,1233688,1233688,0,0.0,0,0.0,0,0.0,311.6877958602708,13.63812326727883,283.033294678,331.134613037
train_prefix,C_temperature.T,1233688,1233688,0,0.0,0,0.0,0,0.0,317.53591162472776,20.717635891627737,273.149993896,329.402099609
train_prefix,RT_level,1233688,1233688,0,0.0,0,0.0,0,0.0,1.7706173428573646,0.4901865615842382,0.5,2.70000004768
train_prefix,out_valve_act,1233688,1233688,0,0.0,0,0.0,1202019,0.9743298143452802,0.025670185654719832,0.15814944671648998,0.0,1.0
train_prefix,dT_rand,1233688,1233688,0,0.0,0,0.0,223916,0.18150131962051994,0.15948058018306635,0.9328480964046898,-2.72307515144,3.03546261787
train_prefix,inv_valve_act,1233688,1233688,0,0.0,0,0.0,1194929,0.9685828183462918,0.031417181653708236,0.17444244614388257,0.0,1.0
train_prefix,limiter.y,1233688,1233688,0,0.0,0,0.0,0,0.0,285.1693483115862,8.303377625378504,274.0,313.354614258
train_prefix,inj_valve_act,1233688,1233688,0,0.0,0,0.0,1083996,0.8786630006938545,0.12133699930614547,0.32651863396259256,0.0,1.0
train_prefix,Relaxing.active,1233688,1233688,0,0.0,0,0.0,1068114,0.8657894054250346,0.13421059457496545,0.34087857818653733,0.0,1.0
train_prefix,boundary.m_flow_in,1233688,1233688,0,0.0,0,0.0,1083996,0.8786630006938545,2.4267399861229095,6.530372679251851,0.0,20.0
train_prefix,dir_valve_act,1233688,1233688,0,0.0,0,0.0,1197362,0.9705549539267627,0.029445046073237315,0.1690504614004931,0.0,1.0
train_prefix,dt_rand,1233688,1233688,0,0.0,0,0.0,57984,0.04700053822360273,0.001416129260518523,0.9750823424770573,-3.26773881912,3.46040225029
train_prefix,C_level,1233688,1233688,0,0.0,0,0.0,0,0.0,0.19858016319622682,0.13583416287808137,0.00999999977648,0.575001657009
train_prefix,HT_temperature.T,1233688,1233688,0,0.0,0,0.0,0,0.0,321.5050933798013,10.974896846555696,283.149993896,333.0
train_prefix,heater_act,1233688,1233688,0,0.0,0,0.0,439744,0.3564466866825324,0.6435533133174678,0.47894950900500205,0.0,1.0
train_prefix,HT_level,1233688,1233688,0,0.0,0,0.0,0,0.0,0.4369878288527189,0.22889864178067842,0.10000000149,0.600000023842
train_prefix,limiter1.y,1233688,1233688,0,0.0,0,0.0,0,0.0,100.01416122397639,9.750823515041322,67.3226089478,134.604019165
train_prefix,dL_rand,1233688,1233688,0,0.0,0,0.0,223916,0.18150131962051994,0.15948058018306635,0.9328480964046898,-2.72307515144,3.03546261787
post_train_all,RT_level_ini,3741337,3741337,0,0.0,0,0.0,0,0.0,2.221048184627267,0.4083637127599869,1.0,2.99000000954
post_train_all,RT_temperature.T,3741337,3741337,0,0.0,0,0.0,0,0.0,313.04336582349396,12.468112517662213,283.420440674,334.986938477
post_train_all,C_temperature.T,3741337,3741337,0,0.0,0,0.0,0,0.0,329.79517913558664,0.27539709982481597,328.453582764,330.203796387
post_train_all,RT_level,3741337,3741337,0,0.0,0,0.0,0,0.0,1.7465963204427917,0.5113429460854574,0.5,2.99000000954
post_train_all,out_valve_act,3741337,3741337,0,0.0,0,0.0,3635892,0.9718162250553746,0.028183774944625407,0.16549760450007514,0.0,1.0
post_train_all,dT_rand,3741337,3741337,0,0.0,0,0.0,0,0.0,0.04375396427131856,0.9414807299576342,-2.80599379539,2.55711531639
post_train_all,inv_valve_act,3741337,3741337,0,0.0,0,0.0,3620747,0.9677682069270959,0.03223179307290416,0.1766151548581837,0.0,1.0
post_train_all,limiter.y,3741337,3741337,0,0.0,0,0.0,0,0.0,284.22779371815767,8.16116289473996,274.0,308.571166992
post_train_all,inj_valve_act,3741337,3741337,0,0.0,0,0.0,3319099,0.8871424840905805,0.11285751590941953,0.31641858948686163,0.0,1.0
post_train_all,Relaxing.active,3741337,3741337,0,0.0,0,0.0,3227035,0.8625352380713098,0.1374647619286902,0.34433738229821276,0.0,1.0
post_train_all,boundary.m_flow_in,3741337,3741337,0,0.0,0,0.0,3319099,0.8871424840905805,2.2571503181883914,6.328371789737234,0.0,20.0
post_train_all,dir_valve_act,3741337,3741337,0,0.0,0,0.0,3629503,0.9701085467574827,0.029891453242517314,0.17028787982784543,0.0,1.0
post_train_all,dt_rand,3741337,3741337,0,0.0,0,0.0,0,0.0,0.013423749360508712,1.001122686133314,-3.74645233154,3.62742996216
post_train_all,C_level,3741337,3741337,0,0.0,0,0.0,0,0.0,1.1093704537783557,0.39584184141698503,0.295020490885,1.89254689217
post_train_all,HT_temperature.T,3741337,3741337,0,0.0,0,0.0,0,0.0,322.67549957552336,9.88199034551738,285.854736328,352.999420166
post_train_all,heater_act,3741337,3741337,0,0.0,0,0.0,1325409,0.35426078965888397,0.645739210341116,0.47828876603272175,0.0,1.0
post_train_all,HT_level,3741337,3741337,0,0.0,0,0.0,0,0.0,0.4384007584456644,0.2282485927212993,0.0999999940395,0.600000023842
post_train_all,limiter1.y,3741337,3741337,0,0.0,0,0.0,0,0.0,100.13423743616038,10.011226890955317,62.5354766846,136.274307251
post_train_all,dL_rand,3741337,3741337,0,0.0,0,0.0,0,0.0,0.04375396427131856,0.9414807299576342,-2.80599379539,2.55711531639
post_train_normal,RT_level_ini,3684768,3684768,0,0.0,0,0.0,0,0.0,2.2204062879403534,0.4078852818972222,1.0,2.99000000954
post_train_normal,RT_temperature.T,3684768,3684768,0,0.0,0,0.0,0,0.0,313.07559988697807,12.478663265707361,283.420440674,334.986938477
post_train_normal,C_temperature.T,3684768,3684768,0,0.0,0,0.0,0,0.0,329.7968230249077,0.27496840748701273,328.453582764,330.203796387
post_train_normal,RT_level,3684768,3684768,0,0.0,0,0.0,0,0.0,1.7459165299506172,0.5125680331142226,0.5,2.99000000954
post_train_normal,out_valve_act,3684768,3684768,0,0.0,0,0.0,3579323,0.9713835443642584,0.028616455635741517,0.1667260077087558,0.0,1.0
post_train_normal,dT_rand,3684768,3684768,0,0.0,0,0.0,0,0.0,0.0414216235392225,0.9398795495886549,-2.80599379539,2.55711531639
post_train_normal,inv_valve_act,3684768,3684768,0,0.0,0,0.0,3564178,0.9672733805764705,0.0327266194235295,0.17792019670506876,0.0,1.0
post_train_normal,limiter.y,3684768,3684768,0,0.0,0,0.0,0,0.0,284.201051839964,8.151765336028157,274.0,308.571166992
post_train_normal,inj_valve_act,3684768,3684768,0,0.0,0,0.0,3264898,0.8860525275946817,0.11394747240531833,0.3177474993418246,0.0,1.0
post_train_normal,Relaxing.active,3684768,3684768,0,0.0,0,0.0,3170466,0.8604248625693667,0.13957513743063335,0.3465457416184061,0.0,1.0
post_train_normal,boundary.m_flow_in,3684768,3684768,0,0.0,0,0.0,3264898,0.8860525275946817,2.278949448106366,6.354949986836493,0.0,20.0
post_train_normal,dir_valve_act,3684768,3684768,0,0.0,0,0.0,3572934,0.9696496495844514,0.030350350415548552,0.17154945243842415,0.0,1.0
post_train_normal,dt_rand,3684768,3684768,0,0.0,0,0.0,0,0.0,0.016102419780984187,1.0012379741532211,-3.74645233154,3.62742996216
post_train_normal,C_level,3684768,3684768,0,0.0,0,0.0,0,0.0,1.1121237187717543,0.3965554120880847,0.295020490885,1.89254689217
post_train_normal,HT_temperature.T,3684768,3684768,0,0.0,0,0.0,0,0.0,322.5029784231738,9.714747255391291,285.854736328,352.999420166
post_train_normal,heater_act,3684768,3684768,0,0.0,0,0.0,1323041,0.3590567981484859,0.6409432018515141,0.47972395844655075,0.0,1.0
post_train_normal,HT_level,3684768,3684768,0,0.0,0,0.0,0,0.0,0.4362411899758786,0.228986553552519,0.0999999940395,0.600000023842
post_train_normal,limiter1.y,3684768,3684768,0,0.0,0,0.0,0,0.0,100.16102414219782,10.012379767993682,62.5354766846,136.274307251
post_train_normal,dL_rand,3684768,3684768,0,0.0,0,0.0,0,0.0,0.0414216235392225,0.9398795495886549,-2.80599379539,2.55711531639
anomaly,RT_level_ini,56569,56569,0,0.0,0,0.0,0,0.0,2.262859784111876,0.4363790532190212,1.0,2.70000004768
anomaly,RT_temperature.T,56569,56569,0,0.0,0,0.0,0,0.0,310.9437167995403,11.568721468638213,283.426757812,330.399383545
anomaly,C_temperature.T,56569,56569,0,0.0,0,0.0,0,0.0,329.6881001565406,0.28208408056536655,328.453582764,330.045196533
anomaly,RT_level,56569,56569,0,0.0,0,0.0,0,0.0,1.790876230857817,0.42163571373390024,0.501035869122,2.98986792564
anomaly,out_valve_act,56569,56569,0,0.0,0,0.0,56569,1.0,0.0,0.0,0.0,0.0
anomaly,dT_rand,56569,56569,0,0.0,0,0.0,0,0.0,0.19567700506617436,1.0291695494986064,-2.15143275261,2.37800216675
anomaly,inv_valve_act,56569,56569,0,0.0,0,0.0,56569,1.0,0.0,0.0,0.0,0.0
anomaly,limiter.y,56569,56569,0,0.0,0,0.0,0,0.0,285.9696950603745,8.573842605070812,274.0,306.780029297
anomaly,inj_valve_act,56569,56569,0,0.0,0,0.0,54201,0.9581396171047747,0.04186038289522529,0.20027181594890578,0.0,1.0
anomaly,Relaxing.active,56569,56569,0,0.0,0,0.0,56569,1.0,0.0,0.0,0.0,0.0
anomaly,boundary.m_flow_in,56569,56569,0,0.0,0,0.0,54201,0.9581396171047747,0.8372076579045059,4.0054363189781155,0.0,20.0
anomaly,dir_valve_act,56569,56569,0,0.0,0,0.0,56569,1.0,0.0,0.0,0.0,0.0
anomaly,dt_rand,56569,56569,0,0.0,0,0.0,0,0.0,-0.16105837066838602,0.9779137272665415,-2.01745653152,1.70561850071
anomaly,C_level,56569,56569,0,0.0,0,0.0,0,0.0,0.9300294234756062,0.29530407788801466,0.295020490885,1.4787902832
anomaly,HT_temperature.T,56569,56569,0,0.0,0,0.0,0,0.0,333.91311066111484,13.524697157940999,294.517974854,352.999176025
anomaly,heater_act,56569,56569,0,0.0,0,0.0,2368,0.0418603828952253,0.9581396171047748,0.20027181594890578,0.0,1.0
anomaly,HT_level,56569,56569,0,0.0,0,0.0,0,0.0,0.5790698314587241,0.1001359124509285,0.10000000149,0.600000023842
anomaly,limiter1.y,56569,56569,0,0.0,0,0.0,0,0.0,98.38941611649629,9.779137491932032,79.8254318237,117.056182861
anomaly,dL_rand,56569,56569,0,0.0,0,0.0,0,0.0,0.19567700506617436,1.0291695494986064,-2.15143275261,2.37800216675
