session,ratio,channel,active
2,0.1,P1_PP02R,False
2,0.1,P1_PP04,True
2,0.1,P1_PP04D,True
2,0.1,P1_PP04SP,True
2,0.1,P1_SOL01D,False
2,0.1,P1_SOL03D,False
2,0.1,P1_STSP,False
2,0.1,P1_TIT01,True
2,0.1,P1_TIT02,True
2,0.1,P1_TIT03,True
2,0.1,P2_24Vdc,True
2,0.1,P2_ATSW_Lamp,False
2,0.1,P2_AutoGO,False
2,0.1,P2_AutoSD,True
2,0.1,P2_Emerg,False
2,0.1,P2_MASW,False
2,0.1,P2_MASW_Lamp,False
2,0.1,P2_ManualGO,False
2,0.1,P2_ManualSD,False
2,0.1,P2_OnOff,False
2,0.1,P2_RTR,False
2,0.1,P2_SCO,True
2,0.1,P2_SCST,True
2,0.1,P2_SIT01,True
2,0.1,P2_TripEx,False
2,0.1,P2_VIBTR01,True
2,0.1,P2_VIBTR02,True
2,0.1,P2_VIBTR03,True
2,0.1,P2_VIBTR04,True
2,0.1,P2_VT01,True
2,0.1,P2_VTR01,False
2,0.1,P2_VTR02,False
2,0.1,P2_VTR03,False
2,0.1,P2_VTR04,False
2,0.1,P3_FIT01,True
2,0.1,P3_LCP01D,True
2,0.1,P3_LCV01D,True
2,0.1,P3_LH01,False
2,0.1,P3_LIT01,True
2,0.1,P3_LL01,False
2,0.1,P3_PIT01,True
2,0.1,P4_HT_FD,True
2,0.1,P4_HT_PO,True
2,0.1,P4_HT_PS,True
2,0.1,P4_LD,True
2,0.1,P4_ST_FD,True
2,0.1,P4_ST_GOV,True
2,0.1,P4_ST_LD,True
2,0.1,P4_ST_PO,True
2,0.1,P4_ST_PS,True
2,0.1,P4_ST_PT01,True
2,0.1,P4_ST_TT01,True
2,0.1,x1001_05_SETPOINT_OUT,True
2,0.1,x1001_15_ASSIGN_OUT,True
2,0.1,x1002_07_SETPOINT_OUT,True
2,0.1,x1002_08_SETPOINT_OUT,True
2,0.1,x1003_10_SETPOINT_OUT,True
2,0.1,x1003_18_SETPOINT_OUT,False
2,0.1,x1003_24_SUM_OUT,True
2,1.0,P1_FCV01D,True
2,1.0,P1_FCV01Z,True
2,1.0,P1_FCV02D,True
2,1.0,P1_FCV02Z,True
2,1.0,P1_FCV03D,True
2,1.0,P1_FCV03Z,True
2,1.0,P1_FT01,True
2,1.0,P1_FT01Z,True
2,1.0,P1_FT02,True
2,1.0,P1_FT02Z,True
2,1.0,P1_FT03,True
2,1.0,P1_FT03Z,True
2,1.0,P1_LCV01D,True
2,1.0,P1_LCV01Z,True
2,1.0,P1_LIT01,True
2,1.0,P1_PCV01D,True
2,1.0,P1_PCV01Z,True
2,1.0,P1_PCV02D,True
2,1.0,P1_PCV02Z,True
2,1.0,P1_PIT01,True
2,1.0,P1_PIT01_HH,False
2,1.0,P1_PIT02,True
2,1.0,P1_PP01AD,False
2,1.0,P1_PP01AR,False
2,1.0,P1_PP01BD,False
2,1.0,P1_PP01BR,False
2,1.0,P1_PP02D,False
2,1.0,P1_PP02R,False
2,1.0,P1_PP04,True
2,1.0,P1_PP04D,True
2,1.0,P1_PP04SP,True
2,1.0,P1_SOL01D,False
2,1.0,P1_SOL03D,False
2,1.0,P1_STSP,False
2,1.0,P1_TIT01,True
2,1.0,P1_TIT02,True
2,1.0,P1_TIT03,True
2,1.0,P2_24Vdc,True
2,1.0,P2_ATSW_Lamp,True
2,1.0,P2_AutoGO,True
2,1.0,P2_AutoSD,True
2,1.0,P2_Emerg,False
2,1.0,P2_MASW,True
2,1.0,P2_MASW_Lamp,True
2,1.0,P2_ManualGO,True
2,1.0,P2_ManualSD,True
2,1.0,P2_OnOff,False
2,1.0,P2_RTR,False
2,1.0,P2_SCO,True
2,1.0,P2_SCST,True
2,1.0,P2_SIT01,True
2,1.0,P2_TripEx,False
2,1.0,P2_VIBTR01,True
2,1.0,P2_VIBTR02,True
2,1.0,P2_VIBTR03,True
2,1.0,P2_VIBTR04,True
2,1.0,P2_VT01,True
2,1.0,P2_VTR01,False
2,1.0,P2_VTR02,False
2,1.0,P2_VTR03,False
2,1.0,P2_VTR04,False
2,1.0,P3_FIT01,True
2,1.0,P3_LCP01D,True
2,1.0,P3_LCV01D,True
2,1.0,P3_LH01,False
2,1.0,P3_LIT01,True
2,1.0,P3_LL01,False
2,1.0,P3_PIT01,True
2,1.0,P4_HT_FD,True
2,1.0,P4_HT_PO,True
2,1.0,P4_HT_PS,True
2,1.0,P4_LD,True
2,1.0,P4_ST_FD,True
2,1.0,P4_ST_GOV,True
2,1.0,P4_ST_LD,True
2,1.0,P4_ST_PO,True
2,1.0,P4_ST_PS,True
2,1.0,P4_ST_PT01,True
2,1.0,P4_ST_TT01,True
2,1.0,x1001_05_SETPOINT_OUT,True
2,1.0,x1001_15_ASSIGN_OUT,True
2,1.0,x1002_07_SETPOINT_OUT,True
2,1.0,x1002_08_SETPOINT_OUT,True
2,1.0,x1003_10_SETPOINT_OUT,True
2,1.0,x1003_18_SETPOINT_OUT,True
2,1.0,x1003_24_SUM_OUT,True
3,0.1,P1_FCV01D,True
3,0.1,P1_FCV01Z,True
3,0.1,P1_FCV02D,True
3,0.1,P1_FCV02Z,True
3,0.1,P1_FCV03D,True
3,0.1,P1_FCV03Z,True
3,0.1,P1_FT01,True
3,0.1,P1_FT01Z,True
3,0.1,P1_FT02,True
3,0.1,P1_FT02Z,True
3,0.1,P1_FT03,True
3,0.1,P1_FT03Z,True
3,0.1,P1_LCV01D,True
3,0.1,P1_LCV01Z,True
3,0.1,P1_LIT01,True
3,0.1,P1_PCV01D,True
3,0.1,P1_PCV01Z,True
3,0.1,P1_PCV02D,False
3,0.1,P1_PCV02Z,True
3,0.1,P1_PIT01,True
3,0.1,P1_PIT01_HH,False
3,0.1,P1_PIT02,True
3,0.1,P1_PP01AD,False
3,0.1,P1_PP01AR,False
3,0.1,P1_PP01BD,False
3,0.1,P1_PP01BR,False
3,0.1,P1_PP02D,False
3,0.1,P1_PP02R,False
3,0.1,P1_PP04,True
3,0.1,P1_PP04D,True
3,0.1,P1_PP04SP,False
3,0.1,P1_SOL01D,False
3,0.1,P1_SOL03D,False
3,0.1,P1_STSP,False
3,0.1,P1_TIT01,True
3,0.1,P1_TIT02,True
3,0.1,P1_TIT03,True
3,0.1,P2_24Vdc,True
3,0.1,P2_ATSW_Lamp,False
3,0.1,P2_AutoGO,False
3,0.1,P2_AutoSD,True
3,0.1,P2_Emerg,False
3,0.1,P2_MASW,False
3,0.1,P2_MASW_Lamp,False
3,0.1,P2_ManualGO,False
3,0.1,P2_ManualSD,False
3,0.1,P2_OnOff,False
3,0.1,P2_RTR,False
3,0.1,P2_SCO,True
3,0.1,P2_SCST,True
3,0.1,P2_SIT01,True
3,0.1,P2_TripEx,False
3,0.1,P2_VIBTR01,True
3,0.1,P2_VIBTR02,True
3,0.1,P2_VIBTR03,True
3,0.1,P2_VIBTR04,True
3,0.1,P2_VT01,True
3,0.1,P2_VTR01,False
3,0.1,P2_VTR02,False
3,0.1,P2_VTR03,False
3,0.1,P2_VTR04,False
3,0.1,P3_FIT01,True
3,0.1,P3_LCP01D,True
3,0.1,P3_LCV01D,True
3,0.1,P3_LH01,False
3,0.1,P3_LIT01,True
3,0.1,P3_LL01,False
3,0.1,P3_PIT01,True
3,0.1,P4_HT_FD,True
3,0.1,P4_HT_PO,True
3,0.1,P4_HT_PS,False
3,0.1,P4_LD,True
3,0.1,P4_ST_FD,True
3,0.1,P4_ST_GOV,True
3,0.1,P4_ST_LD,True
3,0.1,P4_ST_PO,True
3,0.1,P4_ST_PS,False
3,0.1,P4_ST_PT01,True
3,0.1,P4_ST_TT01,True
3,0.1,x1001_05_SETPOINT_OUT,True
3,0.1,x1001_15_ASSIGN_OUT,True
3,0.1,x1002_07_SETPOINT_OUT,True
3,0.1,x1002_08_SETPOINT_OUT,True
3,0.1,x1003_10_SETPOINT_OUT,True
3,0.1,x1003_18_SETPOINT_OUT,False
3,0.1,x1003_24_SUM_OUT,True
3,1.0,P1_FCV01D,True
3,1.0,P1_FCV01Z,True
3,1.0,P1_FCV02D,True
3,1.0,P1_FCV02Z,True
3,1.0,P1_FCV03D,True
3,1.0,P1_FCV03Z,True
3,1.0,P1_FT01,True
3,1.0,P1_FT01Z,True
3,1.0,P1_FT02,True
3,1.0,P1_FT02Z,True
3,1.0,P1_FT03,True
3,1.0,P1_FT03Z,True
3,1.0,P1_LCV01D,True
3,1.0,P1_LCV01Z,True
3,1.0,P1_LIT01,True
3,1.0,P1_PCV01D,True
3,1.0,P1_PCV01Z,True
3,1.0,P1_PCV02D,False
3,1.0,P1_PCV02Z,True
3,1.0,P1_PIT01,True
3,1.0,P1_PIT01_HH,False
3,1.0,P1_PIT02,True
3,1.0,P1_PP01AD,False
3,1.0,P1_PP01AR,False
3,1.0,P1_PP01BD,False
3,1.0,P1_PP01BR,False
3,1.0,P1_PP02D,False
3,1.0,P1_PP02R,False
3,1.0,P1_PP04,True
3,1.0,P1_PP04D,True
3,1.0,P1_PP04SP,False
3,1.0,P1_SOL01D,False
3,1.0,P1_SOL03D,False
3,1.0,P1_STSP,False
3,1.0,P1_TIT01,True
3,1.0,P1_TIT02,True
3,1.0,P1_TIT03,True
3,1.0,P2_24Vdc,True
3,1.0,P2_ATSW_Lamp,True
3,1.0,P2_AutoGO,True
3,1.0,P2_AutoSD,True
3,1.0,P2_Emerg,False
3,1.0,P2_MASW,True
3,1.0,P2_MASW_Lamp,True
3,1.0,P2_ManualGO,True
3,1.0,P2_ManualSD,True
3,1.0,P2_OnOff,False
3,1.0,P2_RTR,False
3,1.0,P2_SCO,True
3,1.0,P2_SCST,True
3,1.0,P2_SIT01,True
3,1.0,P2_TripEx,False
3,1.0,P2_VIBTR01,True
3,1.0,P2_VIBTR02,True
3,1.0,P2_VIBTR03,True
3,1.0,P2_VIBTR04,True
3,1.0,P2_VT01,True
3,1.0,P2_VTR01,False
3,1.0,P2_VTR02,False
3,1.0,P2_VTR03,False
3,1.0,P2_VTR04,False
3,1.0,P3_FIT01,True
3,1.0,P3_LCP01D,True
3,1.0,P3_LCV01D,True
3,1.0,P3_LH01,False
3,1.0,P3_LIT01,True
3,1.0,P3_LL01,False
3,1.0,P3_PIT01,True
3,1.0,P4_HT_FD,True
3,1.0,P4_HT_PO,True
3,1.0,P4_HT_PS,True
3,1.0,P4_LD,True
3,1.0,P4_ST_FD,True
3,1.0,P4_ST_GOV,True
3,1.0,P4_ST_LD,True
3,1.0,P4_ST_PO,True
3,1.0,P4_ST_PS,True
3,1.0,P4_ST_PT01,True
3,1.0,P4_ST_TT01,True
3,1.0,x1001_05_SETPOINT_OUT,True
3,1.0,x1001_15_ASSIGN_OUT,True
3,1.0,x1002_07_SETPOINT_OUT,True
3,1.0,x1002_08_SETPOINT_OUT,True
3,1.0,x1003_10_SETPOINT_OUT,True
3,1.0,x1003_18_SETPOINT_OUT,True
3,1.0,x1003_24_SUM_OUT,True
4,0.1,P1_FCV01D,True
4,0.1,P1_FCV01Z,True
4,0.1,P1_FCV02D,True
4,0.1,P1_FCV02Z,True
4,0.1,P1_FCV03D,True
4,0.1,P1_FCV03Z,True
4,0.1,P1_FT01,True
4,0.1,P1_FT01Z,True
4,0.1,P1_FT02,True
4,0.1,P1_FT02Z,True
4,0.1,P1_FT03,True
4,0.1,P1_FT03Z,True
4,0.1,P1_LCV01D,True
4,0.1,P1_LCV01Z,True
4,0.1,P1_LIT01,True
4,0.1,P1_PCV01D,True
4,0.1,P1_PCV01Z,True
4,0.1,P1_PCV02D,False
4,0.1,P1_PCV02Z,True
4,0.1,P1_PIT01,True
4,0.1,P1_PIT01_HH,False
4,0.1,P1_PIT02,True
4,0.1,P1_PP01AD,False
4,0.1,P1_PP01AR,False
4,0.1,P1_PP01BD,False
4,0.1,P1_PP01BR,False
4,0.1,P1_PP02D,False
4,0.1,P1_PP02R,False
4,0.1,P1_PP04,True
4,0.1,P1_PP04D,True
4,0.1,P1_PP04SP,False
4,0.1,P1_SOL01D,False
4,0.1,P1_SOL03D,False
4,0.1,P1_STSP,False
4,0.1,P1_TIT01,True
4,0.1,P1_TIT02,True
4,0.1,P1_TIT03,True
4,0.1,P2_24Vdc,True
4,0.1,P2_ATSW_Lamp,False
4,0.1,P2_AutoGO,False
4,0.1,P2_AutoSD,False
4,0.1,P2_Emerg,False
4,0.1,P2_MASW,False
4,0.1,P2_MASW_Lamp,False
4,0.1,P2_ManualGO,False
4,0.1,P2_ManualSD,False
4,0.1,P2_OnOff,False
4,0.1,P2_RTR,False
4,0.1,P2_SCO,True
4,0.1,P2_SCST,True
4,0.1,P2_SIT01,True
4,0.1,P2_TripEx,False
4,0.1,P2_VIBTR01,True
4,0.1,P2_VIBTR02,True
4,0.1,P2_VIBTR03,True
4,0.1,P2_VIBTR04,True
4,0.1,P2_VT01,True
4,0.1,P2_VTR01,False
4,0.1,P2_VTR02,False
4,0.1,P2_VTR03,False
4,0.1,P2_VTR04,False
4,0.1,P3_FIT01,True
4,0.1,P3_LCP01D,True
4,0.1,P3_LCV01D,True
4,0.1,P3_LH01,False
4,0.1,P3_LIT01,True
4,0.1,P3_LL01,False
4,0.1,P3_PIT01,True
4,0.1,P4_HT_FD,True
4,0.1,P4_HT_PO,True
4,0.1,P4_HT_PS,False
4,0.1,P4_LD,True
4,0.1,P4_ST_FD,True
4,0.1,P4_ST_GOV,True
4,0.1,P4_ST_LD,True
4,0.1,P4_ST_PO,True
4,0.1,P4_ST_PS,False
4,0.1,P4_ST_PT01,True
4,0.1,P4_ST_TT01,True
4,0.1,x1001_05_SETPOINT_OUT,False
4,0.1,x1001_15_ASSIGN_OUT,True
4,0.1,x1002_07_SETPOINT_OUT,False
4,0.1,x1002_08_SETPOINT_OUT,False
4,0.1,x1003_10_SETPOINT_OUT,True
4,0.1,x1003_18_SETPOINT_OUT,False
4,0.1,x1003_24_SUM_OUT,True
4,1.0,P1_FCV01D,True
4,1.0,P1_FCV01Z,True
4,1.0,P1_FCV02D,True
4,1.0,P1_FCV02Z,True
4,1.0,P1_FCV03D,True
4,1.0,P1_FCV03Z,True
4,1.0,P1_FT01,True
4,1.0,P1_FT01Z,True
4,1.0,P1_FT02,True
4,1.0,P1_FT02Z,True
4,1.0,P1_FT03,True
4,1.0,P1_FT03Z,True
4,1.0,P1_LCV01D,True
4,1.0,P1_LCV01Z,True
4,1.0,P1_LIT01,True
4,1.0,P1_PCV01D,True
4,1.0,P1_PCV01Z,True
4,1.0,P1_PCV02D,True
4,1.0,P1_PCV02Z,True
4,1.0,P1_PIT01,True
4,1.0,P1_PIT01_HH,False
4,1.0,P1_PIT02,True
4,1.0,P1_PP01AD,False
4,1.0,P1_PP01AR,False
4,1.0,P1_PP01BD,False
4,1.0,P1_PP01BR,False
4,1.0,P1_PP02D,False
4,1.0,P1_PP02R,False
4,1.0,P1_PP04,True
4,1.0,P1_PP04D,True
4,1.0,P1_PP04SP,True
4,1.0,P1_SOL01D,False
4,1.0,P1_SOL03D,False
4,1.0,P1_STSP,False
4,1.0,P1_TIT01,True
4,1.0,P1_TIT02,True
4,1.0,P1_TIT03,True
4,1.0,P2_24Vdc,True
4,1.0,P2_ATSW_Lamp,True
4,1.0,P2_AutoGO,True
4,1.0,P2_AutoSD,True
4,1.0,P2_Emerg,False
4,1.0,P2_MASW,True
4,1.0,P2_MASW_Lamp,True
4,1.0,P2_ManualGO,True
4,1.0,P2_ManualSD,True
4,1.0,P2_OnOff,False
4,1.0,P2_RTR,False
4,1.0,P2_SCO,True
4,1.0,P2_SCST,True
4,1.0,P2_SIT01,True
4,1.0,P2_TripEx,False
4,1.0,P2_VIBTR01,True
4,1.0,P2_VIBTR02,True
4,1.0,P2_VIBTR03,True
4,1.0,P2_VIBTR04,True
4,1.0,P2_VT01,True
4,1.0,P2_VTR01,False
4,1.0,P2_VTR02,False
4,1.0,P2_VTR03,False
4,1.0,P2_VTR04,False
4,1.0,P3_FIT01,True
4,1.0,P3_LCP01D,True
4,1.0,P3_LCV01D,True
4,1.0,P3_LH01,False
4,1.0,P3_LIT01,True
4,1.0,P3_LL01,False
4,1.0,P3_PIT01,True
4,1.0,P4_HT_FD,True
4,1.0,P4_HT_PO,True
4,1.0,P4_HT_PS,True
4,1.0,P4_LD,True
4,1.0,P4_ST_FD,True
4,1.0,P4_ST_GOV,True
4,1.0,P4_ST_LD,True
4,1.0,P4_ST_PO,True
4,1.0,P4_ST_PS,True
4,1.0,P4_ST_PT01,True
4,1.0,P4_ST_TT01,True
4,1.0,x1001_05_SETPOINT_OUT,True
4,1.0,x1001_15_ASSIGN_OUT,True
4,1.0,x1002_07_SETPOINT_OUT,True
4,1.0,x1002_08_SETPOINT_OUT,True
4,1.0,x1003_10_SETPOINT_OUT,True
4,1.0,x1003_18_SETPOINT_OUT,True
4,1.0,x1003_24_SUM_OUT,True
