series,ratio,kept_length,fit_pool_length,fixed_validation_length,channel,missing_value_count,nonfinite_value_count,unique_value_count,minimum,first_quartile,median,third_quartile,maximum,interquartile_range,standard_deviation,iqr_zero,standard_deviation_zero
1,0.2,9000,45000,5000,HT_level,0,0,520,0.10000000149,0.26905218511825,0.600000023842,0.600000023842,0.600000023842,0.33094783872375,0.21356453941290016,False,False
1,0.2,9000,45000,5000,HT_temperature.T,0,0,8972,283.149993896,312.089050293,324.99150085450003,329.7857589725,332.999755859,17.696708679499977,14.822891539290584,False,False
1,0.2,9000,45000,5000,RT_level,0,0,1392,0.5,1.75,1.75,1.75,2.25,0.0,0.30089788989940547,True,False
1,0.2,9000,45000,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.6983947272292862,True,False
1,0.2,9000,45000,5000,RT_temperature.T,0,0,1155,283.033294678,283.118644714,302.719177246,321.83303833,329.723907471,38.714393615999995,16.713200006060664,False,False
1,0.2,9000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3278166299701891,True,False
1,0.2,9000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,5.913427196205702,True,False
1,0.2,9000,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1,0.2,9000,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1,0.2,9000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16719067899281198,True,False
1,0.2,9000,45000,5000,dt_rand,0,0,12,-1.17600023746,-0.573595404625,0.0,0.0434888750315,1.96545302868,0.6170842796565,0.6733328051387877,False,False
1,0.2,9000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4528562537183702,False,False
1,0.2,9000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.29567135981028514,True,False
1,0.2,9000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16719067899281198,True,False
1,0.2,9000,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
1,0.2,9000,45000,5000,limiter1.y,0,0,12,88.2399978638,94.2640457153,100.0,100.434890747,119.654533386,6.170845031699997,6.7333285087428685,False,False
1,0.2,9000,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1,0.4,18000,45000,5000,C_level,0,0,396,0.00999999977648,0.00999999977648,0.00999999977648,0.0799999982119,0.140074774623,0.06999999843542,0.04252932068579515,False,False
1,0.4,18000,45000,5000,C_temperature.T,0,0,396,273.149993896,273.149993896,273.149993896,323.280944824,326.388397217,50.130950928000004,25.261527519194566,False,False
1,0.4,18000,45000,5000,HT_level,0,0,1016,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22806348520950823,False,False
1,0.4,18000,45000,5000,HT_temperature.T,0,0,17839,283.149993896,311.400924683,324.1664886475,329.60843658425,332.999755859,18.207511901249973,13.011517394278249,False,False
1,0.4,18000,45000,5000,RT_level,0,0,3772,0.5,1.50186920166,1.75,1.75,2.25,0.24813079834000007,0.3472649984303771,False,False
1,0.4,18000,45000,5000,RT_level_ini,0,0,4,0.0,2.00186920166,2.25,2.25,2.25,0.24813079834000007,0.49764562136374396,False,False
1,0.4,18000,45000,5000,RT_temperature.T,0,0,2931,283.033294678,293.75363922125,309.365966797,322.942321777,330.505157471,29.188682555750006,15.826628001064286,False,False
1,0.4,18000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.32703805971201677,True,False
1,0.4,18000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.7494095721500384,True,False
1,0.4,18000,45000,5000,dL_rand,0,0,3,-0.524643719196,-0.49626147747,0.0,0.0,0.0,0.49626147747,0.25020977701576264,False,False
1,0.4,18000,45000,5000,dT_rand,0,0,3,-0.524643719196,-0.49626147747,0.0,0.0,0.0,0.49626147747,0.25020977701576264,False,False
1,0.4,18000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16386039586711737,True,False
1,0.4,18000,45000,5000,dt_rand,0,0,23,-1.39423811436,-0.778954446316,0.0,0.543198943138,1.96545302868,1.3221533894539998,0.9114550695195746,False,False
1,0.4,18000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4762605166637527,False,False
1,0.4,18000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33747047860750196,True,False
1,0.4,18000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16702935701999244,True,False
1,0.4,18000,45000,5000,limiter.y,0,0,3,277.753570557,278.037384033,283.0,283.0,283.0,4.9626159669999765,2.5020976200555243,False,False
1,0.4,18000,45000,5000,limiter1.y,0,0,23,86.0576171875,92.2104568481,100.0,105.431991577,119.654533386,13.22153472890001,9.114550655000269,False,False
1,0.4,18000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14614316759515775,True,False
1,0.6,27000,45000,5000,C_level,0,0,577,0.00999999977648,0.00999999977648,0.0799999982119,0.140074774623,0.199581891298,0.13007477484652,0.06510439868860043,False,False
1,0.6,27000,45000,5000,C_temperature.T,0,0,577,273.149993896,273.149993896,323.280944824,326.388397217,327.636901855,53.238403320999964,24.714615006297816,False,False
1,0.6,27000,45000,5000,HT_level,0,0,1510,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22598163224015985,False,False
1,0.6,27000,45000,5000,HT_temperature.T,0,0,26541,283.149993896,313.01970672575,324.3441314695,329.61007690425,332.999755859,16.590370178499995,11.995776840396573,False,False
1,0.6,27000,45000,5000,RT_level,0,0,5424,0.5,1.4876781702,1.743863105775,1.8077988326525,2.4584414959,0.32012066245250015,0.34394809237498686,False,False
1,0.6,27000,45000,5000,RT_level_ini,0,0,5,0.0,1.9876781702,2.00186920166,2.25,2.4584414959,0.2623218298000001,0.4224259295720885,False,False
1,0.6,27000,45000,5000,RT_temperature.T,0,0,4186,283.033294678,295.957794189,309.365966797,322.942321777,330.554199219,26.98452758799999,14.902414652239035,False,False
1,0.6,27000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.326992190929415,True,False
1,0.6,27000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.579903161006148,True,False
1,0.6,27000,45000,5000,dL_rand,0,0,4,-0.524643719196,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.524643719196,0.3277379115218848,False,False
1,0.6,27000,45000,5000,dT_rand,0,0,4,-0.524643719196,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.524643719196,0.3277379115218848,False,False
1,0.6,27000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16305583992482492,True,False
1,0.6,27000,45000,5000,dt_rand,0,0,34,-1.63463234901,-0.94628739357,0.0,0.519333481789,1.96545302868,1.4656208753589999,0.9437716223396405,False,False
1,0.6,27000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4727447003036108,False,False
1,0.6,27000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3289951580503074,True,False
1,0.6,27000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16645191130479448,True,False
1,0.6,27000,45000,5000,limiter.y,0,0,4,277.753570557,277.753570557,278.037384033,283.0,287.168823242,5.246429443000011,3.2773763572045898,False,False
1,0.6,27000,45000,5000,limiter1.y,0,0,34,83.653678894,90.5371246338,100.0,105.193336487,119.654533386,14.656211853199991,9.437716280724972,False,False
1,0.6,27000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1441270580496827,True,False
1,0.8,36000,45000,5000,C_level,0,0,815,0.00999999977648,0.00999999977648,0.140074774623,0.199581891298,0.277919560671,0.18958189152152,0.08670345997370876,False,False
1,0.8,36000,45000,5000,C_temperature.T,0,0,815,273.149993896,273.149993896,326.388397217,327.636901855,328.436737061,54.48690795900001,23.155014381716835,False,False
1,0.8,36000,45000,5000,HT_level,0,0,2099,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22677965160803215,False,False
1,0.8,36000,45000,5000,HT_temperature.T,0,0,35260,283.149993896,313.98891448925,324.93820190450003,329.76866912875,332.999755859,15.77975463949997,11.498915478346722,False,False
1,0.8,36000,45000,5000,RT_level,0,0,7245,0.5,1.50186920166,1.75,1.95844137669,2.49504828453,0.45657217503,0.3813406701097545,False,False
1,0.8,36000,45000,5000,RT_level_ini,0,0,6,0.0,2.00186920166,2.25,2.4584414959,2.49504828453,0.4565722942399999,0.40968595298227395,False,False
1,0.8,36000,45000,5000,RT_temperature.T,0,0,5515,283.033294678,296.393798828,309.417816162,323.03036499,330.554199219,26.63656616200001,14.285545268436657,False,False
1,0.8,36000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33443436846727165,True,False
1,0.8,36000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.503865850029655,True,False
1,0.8,36000,45000,5000,dL_rand,0,0,5,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.490096747875,0.9131443202489999,0.408380922823513,False,False
1,0.8,36000,45000,5000,dT_rand,0,0,5,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.490096747875,0.9131443202489999,0.408380922823513,False,False
1,0.8,36000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16608349132637132,True,False
1,0.8,36000,45000,5000,dt_rand,0,0,47,-1.67204809189,-0.94628739357,0.0304574724287,0.631305873394,2.1723074913,1.577593266964,0.9819182942185369,False,False
1,0.8,36000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4747731741920712,False,False
1,0.8,36000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3251932925014827,True,False
1,0.8,36000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1702064331420198,True,False
1,0.8,36000,45000,5000,limiter.y,0,0,5,277.753570557,278.037384033,283.0,287.168823242,287.900970459,9.13143920899995,4.083806670587563,False,False
1,0.8,36000,45000,5000,limiter1.y,0,0,47,83.2795181274,90.5371246338,100.304573059,106.313056946,121.723075867,15.775932312199998,9.819182996281794,False,False
1,0.8,36000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14830495930504473,True,False
1,1.0,45000,45000,5000,C_level,0,0,1058,0.00999999977648,0.0799999982119,0.140074774623,0.277919560671,0.357721477747,0.19791956245909997,0.11089818255938946,False,False
1,1.0,45000,45000,5000,C_temperature.T,0,0,1058,273.149993896,323.280944824,326.388397217,328.436737061,328.873321533,5.155792236999957,21.674229524568084,False,False
1,1.0,45000,45000,5000,HT_level,0,0,2685,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22755980602359335,False,False
1,1.0,45000,45000,5000,HT_temperature.T,0,0,43570,283.149993896,314.954559326,325.3405456545,329.85591888425,332.999755859,14.901359558250022,11.137637948835227,False,False
1,1.0,45000,45000,5000,RT_level,0,0,9170,0.5,1.50186920166,1.874187409875,1.99504840374,2.70000004768,0.4931792020800001,0.41079424515666535,False,False
1,1.0,45000,45000,5000,RT_level_ini,0,0,7,0.0,2.00186920166,2.25,2.49504828453,2.70000004768,0.49317908287000023,0.40414218876831,False,False
1,1.0,45000,45000,5000,RT_temperature.T,0,0,6941,283.033294678,301.52142334,309.546478271,323.030395508,330.554199219,21.508972168000014,13.640621210581369,False,False
1,1.0,45000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3379622419055254,True,False
1,1.0,45000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.510719515189945,True,False
1,1.0,45000,45000,5000,dL_rand,0,0,6,-0.524643719196,-0.49626147747,0.0,0.490096747875,1.29444253445,0.9863582253450001,0.5487400747099004,False,False
1,1.0,45000,45000,5000,dT_rand,0,0,6,-0.524643719196,-0.49626147747,0.0,0.490096747875,1.29444253445,0.9863582253450001,0.5487400747099004,False,False
1,1.0,45000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16780830065721283,True,False
1,1.0,45000,45000,5000,dt_rand,0,0,60,-2.52388072014,-0.853755295277,-0.00915555283427,0.543198943138,2.1723074913,1.396954238415,0.9552827301652805,False,False
1,1.0,45000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47645462230283625,False,False
1,1.0,45000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.32553597575949716,True,False
1,1.0,45000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17229382286851833,True,False
1,1.0,45000,45000,5000,limiter.y,0,0,6,277.753570557,278.037384033,283.0,287.900970459,295.94442749,9.863586425999983,5.487399749105791,False,False
1,1.0,45000,45000,5000,limiter1.y,0,0,60,74.7611923218,91.4624481201,99.9084472656,105.431991577,121.723075867,13.969543456899999,9.552827267841984,False,False
1,1.0,45000,45000,5000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1511018353842816,True,False
2,0.05,2250,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
2,0.05,2250,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,5.68560549438497e-14,True,False
2,0.05,2250,45000,5000,HT_level,0,0,23,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2472290560238009,False,False
2,0.05,2250,45000,5000,HT_temperature.T,0,0,2250,283.149993896,287.765739441,290.374267578,310.97518920875,328.431213379,23.209449767750016,13.970714535481191,False,False
2,0.05,2250,45000,5000,RT_level,0,0,894,0.5,1.428598850965,1.75,1.75,2.24972319603,0.32140114903499994,0.4295202505725591,False,False
2,0.05,2250,45000,5000,RT_level_ini,0,0,2,0.0,0.0,2.25,2.25,2.25,2.25,1.1147952015886615,False,False
2,0.05,2250,45000,5000,RT_temperature.T,0,0,870,283.033294678,283.033294678,283.033294678,283.05082702625,283.149993896,0.017532348249972074,0.03169923561068816,False,False
2,0.05,2250,45000,5000,Relaxing.active,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,20.0,20.0,20.0,9.743953875233185,False,False
2,0.05,2250,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0961786539807423,True,False
2,0.05,2250,45000,5000,dt_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.49665667455379575,False,False
2,0.05,2250,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.4871976937616593,False,False
2,0.05,2250,45000,5000,inv_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,limiter1.y,0,0,1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,True,True
2,0.05,2250,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,4500,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
2,0.1,4500,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,5.684973584908787e-14,True,False
2,0.1,4500,45000,5000,HT_level,0,0,112,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2190014512365804,False,False
2,0.1,4500,45000,5000,HT_temperature.T,0,0,4500,283.149993896,290.3746643065,312.1035308835,323.88509368924997,332.99395752,33.510429382749976,15.952220834973957,False,False
2,0.1,4500,45000,5000,RT_level,0,0,984,0.5,1.75,1.75,1.75,2.25,0.0,0.3432643511534799,True,False
2,0.1,4500,45000,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.9260100184908424,True,False
2,0.1,4500,45000,5000,RT_temperature.T,0,0,921,283.033294678,283.033294678,283.118545532,294.1065979,302.718994141,11.073303221999993,7.904734295349731,False,False
2,0.1,4500,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.19440838723392279,True,False
2,0.1,4500,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,7.902569132789706,True,False
2,0.1,4500,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,4500,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,4500,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.11841903079472783,True,False
2,0.1,4500,45000,5000,dt_rand,0,0,3,-1.46516311169,-0.917386412621,0.0,0.0,0.0,0.917386412621,0.6051641555214514,False,False
2,0.1,4500,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4489398189658314,False,False
2,0.1,4500,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.39512845663948537,True,False
2,0.1,4500,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.10059809778967732,True,False
2,0.1,4500,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
2,0.1,4500,45000,5000,limiter1.y,0,0,3,85.3483657837,90.826133728,100.0,100.0,100.0,9.173866271999998,6.051642869306242,False,False
2,0.1,4500,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.2,9000,45000,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,0.0,True,True
2,0.2,9000,45000,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,0.0,True,True
2,0.2,9000,45000,5000,HT_level,0,0,520,0.10000000149,0.24991469457725,0.600000023842,0.600000023842,0.600000023842,0.35008532926475,0.21412056359262593,False,False
2,0.2,9000,45000,5000,HT_temperature.T,0,0,8963,283.149993896,312.10466766325,324.96005249,329.7458114625,332.997131348,17.641143799250017,14.80929393055521,False,False
2,0.2,9000,45000,5000,RT_level,0,0,1392,0.5,1.75,1.75,1.75,2.25,0.0,0.30163598429483124,True,False
2,0.2,9000,45000,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.6983947272292862,True,False
2,0.2,9000,45000,5000,RT_temperature.T,0,0,1154,283.033294678,283.118644714,302.718994141,321.833007812,329.723846436,38.71436309799998,16.713460825617034,False,False
2,0.2,9000,45000,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3301062442363916,True,False
2,0.2,9000,45000,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,5.913427196205702,True,False
2,0.2,9000,45000,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.2,9000,45000,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.2,9000,45000,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1678157594669177,True,False
2,0.2,9000,45000,5000,dt_rand,0,0,12,-1.46516311169,-0.775261700153,0.0,0.408093512058,1.38398385048,1.183355212211,0.7933994192090367,False,False
2,0.2,9000,45000,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.45378726328538094,False,False
2,0.2,9000,45000,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.29567135981028514,True,False
2,0.2,9000,45000,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16656295621262668,True,False
2,0.2,9000,45000,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
2,0.2,9000,45000,5000,limiter1.y,0,0,12,85.3483657837,92.2473831177,100.0,104.080932617,113.839836121,11.833549499300005,7.933994696603803,False,False
2,0.2,9000,45000,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.4,18000,45000,5000,C_level,0,0,407,0.00999999977648,0.00999999977648,0.00999999977648,0.0799999982119,0.143509939313,0.06999999843542,0.0424243217304832,False,False
2,0.4,18000,45000,5000,C_temperature.T,0,0,407,273.149993896,273.149993896,273.149993896,323.280914307,326.356628418,50.13092041099998,25.233692503241333,False,False
2,0.4,18000,45000,5000,HT_level,0,0,1019,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.224825182638753,False,False
