dataset,file_or_session,ratio,stage,scope,channel,sample_count,unique_value_count,minimum,maximum,variance,variance_zero,iqr,iqr_zero,range,zero_range,constant,nan_count,infinite_count,nonfinite_count,nonfinite,finite,scaler_execution_ready,variation_available
GHL,series_01,5,normal,fixed_validation,C_temperature.T,5000,269,328.8733215332031,329.14849853515625,0.012302836403250694,False,0.0,True,0.275177001953125,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,RT_level,5000,1098,0.5,2.700000047683716,0.4183211922645569,False,0.14476370811462402,False,2.200000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,out_valve_act,5000,2,0.0,1.0,0.05054843798279762,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,dT_rand,5000,2,-1.802240014076233,1.2944425344467163,1.4793790578842163,False,0.0,True,3.096682548522949,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,inv_valve_act,5000,2,0.0,1.0,0.04023600369691849,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,limiter.y,5000,2,274.0,295.9444274902344,74.29073333740234,False,0.0,True,21.944427490234375,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,inj_valve_act,5000,2,0.0,1.0,0.07727664709091187,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,Relaxing.active,5000,2,0.0,1.0,0.152281254529953,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,boundary.m_flow_in,5000,2,0.0,20.0,30.910659790039062,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,dir_valve_act,5000,2,0.0,1.0,0.03747900575399399,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,dt_rand,5000,10,-1.8958402872085571,2.0350351333618164,1.8246673345565796,False,2.966765284538269,False,3.9308754205703735,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,C_level,5000,269,0.3577214777469635,0.44572147727012634,0.0012493638787418604,False,0.0,True,0.08799999952316284,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,HT_temperature.T,5000,4986,296.64117431640625,332.999267578125,81.24132537841797,False,7.580047607421875,False,36.35809326171875,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,heater_act,5000,2,0.0,1.0,0.2445535659790039,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,HT_level,5000,407,0.10000000149011612,0.6000000238418579,0.055841296911239624,False,0.5000000223517418,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,limiter1.y,5000,10,81.04159545898438,120.35034942626953,182.4667205810547,False,29.66765594482422,False,39.308753967285156,False,False,0,0,0,False,True,True,True
GHL,series_01,5,normal,fixed_validation,dL_rand,5000,2,-1.802240014076233,1.2944425344467163,1.4793790578842163,False,0.0,True,3.096682548522949,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,RT_level_ini,45000,7,0.0,2.700000047683716,0.16332726180553436,False,0.4931790828704834,False,2.700000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,RT_temperature.T,45000,6941,283.0332946777344,330.55419921875,186.06240844726562,False,21.50897216796875,False,47.520904541015625,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,C_temperature.T,45000,1058,273.1499938964844,328.8733215332031,469.7618103027344,False,5.155792236328125,False,55.72332763671875,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,RT_level,45000,9170,0.5,2.700000047683716,0.1687481552362442,False,0.49317920207977295,False,2.200000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,out_valve_act,45000,2,0.0,1.0,0.022831251844763756,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,dT_rand,45000,6,-0.5246437191963196,1.2944425344467163,0.3011089861392975,False,0.9863582253456116,False,1.8190862536430359,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,inv_valve_act,45000,2,0.0,1.0,0.02968449890613556,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,limiter.y,45000,6,277.7535705566406,295.9444274902344,30.110883712768555,False,9.86358642578125,False,18.19085693359375,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,inj_valve_act,45000,2,0.0,1.0,0.10597129911184311,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,Relaxing.active,45000,2,0.0,1.0,0.11421594023704529,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,boundary.m_flow_in,45000,2,0.0,20.0,42.38853454589844,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,dir_valve_act,45000,2,0.0,1.0,0.028158999979496002,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,dt_rand,45000,60,-2.52388072013855,2.1723074913024902,0.9125447869300842,False,1.3969542384147644,False,4.69618821144104,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,C_level,45000,1058,0.009999999776482582,0.3577214777469635,0.012298133224248886,False,0.197919562458992,False,0.3477214779704809,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,HT_temperature.T,45000,43570,283.1499938964844,332.999755859375,124.04421997070312,False,14.901359558105469,False,49.849761962890625,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,heater_act,45000,2,0.0,1.0,0.22700397670269012,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,HT_level,45000,2685,0.10000000149011612,0.6000000238418579,0.051782313734292984,False,0.5000000223517418,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,limiter1.y,45000,60,74.76119232177734,121.72307586669922,91.25447845458984,False,13.96954345703125,False,46.961883544921875,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_pool,dL_rand,45000,6,-0.5246437191963196,1.2944425344467163,0.3011089861392975,False,0.9863582253456116,False,1.8190862536430359,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,RT_level_ini,4500,2,0.0,2.25,0.8573039174079895,False,0.0,True,2.25,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,RT_temperature.T,4500,920,283.0332946777344,302.71917724609375,62.08741760253906,False,11.07330322265625,False,19.685882568359375,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,C_temperature.T,4500,1,273.1499938964844,273.1499938964844,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fit_subset,RT_level,4500,985,0.5,2.25,0.11870362609624863,False,0.0,True,1.75,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,out_valve_act,4500,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fit_subset,dT_rand,4500,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fit_subset,inv_valve_act,4500,2,0.0,1.0,0.010117730125784874,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,limiter.y,4500,1,283.0,283.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fit_subset,inj_valve_act,4500,2,0.0,1.0,0.15609179437160492,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,Relaxing.active,4500,2,0.0,1.0,0.04023600369691849,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,boundary.m_flow_in,4500,2,0.0,20.0,62.43672180175781,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,dir_valve_act,4500,2,0.0,1.0,0.014235801063477993,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,dt_rand,4500,3,-1.1760002374649048,0.04348887503147125,0.2259090095758438,False,0.04348887503147125,False,1.219489112496376,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,C_level,4500,1,0.009999999776482582,0.009999999776482582,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fit_subset,HT_temperature.T,4500,4498,283.1499938964844,332.9971008300781,253.85028076171875,False,33.4703369140625,False,49.84710693359375,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,heater_act,4500,2,0.0,1.0,0.20276622474193573,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,HT_level,4500,113,0.10000000149011612,0.6000000238418579,0.048271648585796356,False,0.5000000223517418,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,limiter1.y,4500,3,88.23999786376953,100.43489074707031,22.590904235839844,False,0.4348907470703125,False,12.194892883300781,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fit_subset,dL_rand,4500,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,10,normal,fixed_validation,RT_level_ini,5000,2,1.3488799333572388,2.700000047683716,0.14379583299160004,False,0.0,True,1.351120114326477,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,RT_temperature.T,5000,653,294.83050537109375,330.245849609375,110.06768798828125,False,8.634796142578125,False,35.41534423828125,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,C_temperature.T,5000,269,328.8733215332031,329.14849853515625,0.012302836403250694,False,0.0,True,0.275177001953125,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,RT_level,5000,1098,0.5,2.700000047683716,0.4183211922645569,False,0.14476370811462402,False,2.200000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,out_valve_act,5000,2,0.0,1.0,0.05054843798279762,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,dT_rand,5000,2,-1.802240014076233,1.2944425344467163,1.4793790578842163,False,0.0,True,3.096682548522949,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,inv_valve_act,5000,2,0.0,1.0,0.04023600369691849,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,limiter.y,5000,2,274.0,295.9444274902344,74.29073333740234,False,0.0,True,21.944427490234375,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,inj_valve_act,5000,2,0.0,1.0,0.07727664709091187,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,Relaxing.active,5000,2,0.0,1.0,0.152281254529953,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,boundary.m_flow_in,5000,2,0.0,20.0,30.910659790039062,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,dir_valve_act,5000,2,0.0,1.0,0.03747900575399399,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,dt_rand,5000,10,-1.8958402872085571,2.0350351333618164,1.8246673345565796,False,2.966765284538269,False,3.9308754205703735,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,C_level,5000,269,0.3577214777469635,0.44572147727012634,0.0012493638787418604,False,0.0,True,0.08799999952316284,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,HT_temperature.T,5000,4986,296.64117431640625,332.999267578125,81.24132537841797,False,7.580047607421875,False,36.35809326171875,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,heater_act,5000,2,0.0,1.0,0.2445535659790039,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,HT_level,5000,407,0.10000000149011612,0.6000000238418579,0.055841296911239624,False,0.5000000223517418,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,limiter1.y,5000,10,81.04159545898438,120.35034942626953,182.4667205810547,False,29.66765594482422,False,39.308753967285156,False,False,0,0,0,False,True,True,True
GHL,series_01,10,normal,fixed_validation,dL_rand,5000,2,-1.802240014076233,1.2944425344467163,1.4793790578842163,False,0.0,True,3.096682548522949,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,RT_level_ini,45000,7,0.0,2.700000047683716,0.16332726180553436,False,0.4931790828704834,False,2.700000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,RT_temperature.T,45000,6941,283.0332946777344,330.55419921875,186.06240844726562,False,21.50897216796875,False,47.520904541015625,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,C_temperature.T,45000,1058,273.1499938964844,328.8733215332031,469.7618103027344,False,5.155792236328125,False,55.72332763671875,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,RT_level,45000,9170,0.5,2.700000047683716,0.1687481552362442,False,0.49317920207977295,False,2.200000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,out_valve_act,45000,2,0.0,1.0,0.022831251844763756,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,dT_rand,45000,6,-0.5246437191963196,1.2944425344467163,0.3011089861392975,False,0.9863582253456116,False,1.8190862536430359,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,inv_valve_act,45000,2,0.0,1.0,0.02968449890613556,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,limiter.y,45000,6,277.7535705566406,295.9444274902344,30.110883712768555,False,9.86358642578125,False,18.19085693359375,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,inj_valve_act,45000,2,0.0,1.0,0.10597129911184311,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,Relaxing.active,45000,2,0.0,1.0,0.11421594023704529,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,boundary.m_flow_in,45000,2,0.0,20.0,42.38853454589844,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,dir_valve_act,45000,2,0.0,1.0,0.028158999979496002,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,dt_rand,45000,60,-2.52388072013855,2.1723074913024902,0.9125447869300842,False,1.3969542384147644,False,4.69618821144104,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,C_level,45000,1058,0.009999999776482582,0.3577214777469635,0.012298133224248886,False,0.197919562458992,False,0.3477214779704809,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,HT_temperature.T,45000,43570,283.1499938964844,332.999755859375,124.04421997070312,False,14.901359558105469,False,49.849761962890625,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,heater_act,45000,2,0.0,1.0,0.22700397670269012,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,HT_level,45000,2685,0.10000000149011612,0.6000000238418579,0.051782313734292984,False,0.5000000223517418,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,limiter1.y,45000,60,74.76119232177734,121.72307586669922,91.25447845458984,False,13.96954345703125,False,46.961883544921875,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_pool,dL_rand,45000,6,-0.5246437191963196,1.2944425344467163,0.3011089861392975,False,0.9863582253456116,False,1.8190862536430359,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,RT_level_ini,9000,2,0.0,2.25,0.4877009987831116,False,0.0,True,2.25,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,RT_temperature.T,9000,1155,283.0332946777344,329.7239074707031,279.29998779296875,False,38.714393615722656,False,46.69061279296875,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,C_temperature.T,9000,1,273.1499938964844,273.1499938964844,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fit_subset,RT_level,9000,1392,0.5,2.25,0.09052948653697968,False,0.0,True,1.75,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,out_valve_act,9000,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fit_subset,dT_rand,9000,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fit_subset,inv_valve_act,9000,2,0.0,1.0,0.0279496219009161,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,limiter.y,9000,1,283.0,283.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fit_subset,inj_valve_act,9000,2,0.0,1.0,0.08741182833909988,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,Relaxing.active,9000,2,0.0,1.0,0.10745181143283844,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,boundary.m_flow_in,9000,2,0.0,20.0,34.9647331237793,False,0.0,True,20.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,dir_valve_act,9000,2,0.0,1.0,0.0279496219009161,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,dt_rand,9000,12,-1.1760002374649048,1.965453028678894,0.45332664251327515,False,0.6170842796564102,False,3.141453266143799,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,C_level,9000,1,0.009999999776482582,0.009999999776482582,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fit_subset,HT_temperature.T,9000,8972,283.1499938964844,332.999755859375,219.69371032714844,False,17.69670867919922,False,49.849761962890625,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,heater_act,9000,2,0.0,1.0,0.20505599677562714,False,1.0,False,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,HT_level,9000,520,0.10000000149011612,0.6000000238418579,0.04560474306344986,False,0.3309478387236595,False,0.5000000223517418,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,limiter1.y,9000,12,88.23999786376953,119.65453338623047,45.33267593383789,False,6.170845031738281,False,31.414535522460938,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fit_subset,dL_rand,9000,1,0.0,0.0,0.0,True,0.0,True,0.0,True,True,0,0,0,False,True,True,False
GHL,series_01,20,normal,fixed_validation,RT_level_ini,5000,2,1.3488799333572388,2.700000047683716,0.14379583299160004,False,0.0,True,1.351120114326477,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,RT_temperature.T,5000,653,294.83050537109375,330.245849609375,110.06768798828125,False,8.634796142578125,False,35.41534423828125,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,C_temperature.T,5000,269,328.8733215332031,329.14849853515625,0.012302836403250694,False,0.0,True,0.275177001953125,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,RT_level,5000,1098,0.5,2.700000047683716,0.4183211922645569,False,0.14476370811462402,False,2.200000047683716,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,out_valve_act,5000,2,0.0,1.0,0.05054843798279762,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,dT_rand,5000,2,-1.802240014076233,1.2944425344467163,1.4793790578842163,False,0.0,True,3.096682548522949,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,inv_valve_act,5000,2,0.0,1.0,0.04023600369691849,False,0.0,True,1.0,False,False,0,0,0,False,True,True,True
GHL,series_01,20,normal,fixed_validation,limiter.y,5000,2,274.0,295.9444274902344,74.29073333740234,False,0.0,True,21.944427490234375,False,False,0,0,0,False,True,True,True
