series,ratio,kept_length,channel,missing_value_count,nonfinite_value_count,unique_value_count,minimum,first_quartile,median,third_quartile,maximum,interquartile_range,standard_deviation,iqr_zero,standard_deviation_zero
1,0.2,10000,dL_rand,0,0,2,-0.49626147747,0.0,0.0,0.0,0.0,0.0,0.12173237107957229,True,False
1,0.2,10000,dT_rand,0,0,2,-0.49626147747,0.0,0.0,0.0,0.0,0.0,0.12173237107957229,True,False
1,0.2,10000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1588449343583821,True,False
1,0.2,10000,dt_rand,0,0,13,-1.17600023746,-0.212134152651,0.0,0.519333481789,1.96545302868,0.73146763444,0.7450196152905924,False,False
1,0.2,10000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47949530923161043,False,False
1,0.2,10000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3484511182621659,True,False
1,0.2,10000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16583684809479268,True,False
1,0.2,10000,limiter.y,0,0,2,278.037384033,283.0,283.0,283.0,283.0,0.0,1.2173240032655335,True,False
1,0.2,10000,limiter1.y,0,0,13,88.2399978638,97.8786621094,100.0,105.193336487,119.654533386,7.314674377599999,7.450196072765515,False,False
1,0.2,10000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1437249306333777,True,False
1,0.5,25000,C_level,0,0,577,0.00999999977648,0.00999999977648,0.0799999982119,0.140074774623,0.199581891298,0.13007477484652,0.058841305721089074,False,False
1,0.5,25000,C_temperature.T,0,0,577,273.149993896,273.149993896,323.280944824,326.388397217,327.636901855,53.238403320999964,24.99752855312789,False,False
1,0.5,25000,HT_level,0,0,1443,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22911473242847244,False,False
1,0.5,25000,HT_temperature.T,0,0,24596,283.149993896,313.58296203599997,324.9584503175,329.774131775,332.999755859,16.19116973900003,12.08773081120827,False,False
1,0.5,25000,RT_level,0,0,5265,0.5,1.4876781702,1.5025522708899999,1.75,2.2759437561,0.2623218298000001,0.33887853775867793,False,False
1,0.5,25000,RT_level_ini,0,0,4,0.0,1.9876781702,2.00186920166,2.25,2.25,0.2623218298000001,0.42252273159705994,False,False
1,0.5,25000,RT_temperature.T,0,0,4069,283.033294678,294.1065979,309.407318115,323.03036499,330.554199219,28.923767090000013,15.202037120472303,False,False
1,0.5,25000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3342300614686954,True,False
1,0.5,25000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.720918373985147,True,False
1,0.5,25000,dL_rand,0,0,4,-0.524643719196,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.524643719196,0.28237066942955685,False,False
1,0.5,25000,dT_rand,0,0,4,-0.524643719196,-0.524643719196,-0.49626147747,0.0,0.416882842779,0.524643719196,0.28237066942955685,False,False
1,0.5,25000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16428774153439335,True,False
1,0.5,25000,dt_rand,0,0,33,-1.52745139599,-0.94628739357,0.0,0.543198943138,1.96545302868,1.489486336708,0.9247975305237306,False,False
1,0.5,25000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4783650101368695,False,False
1,0.5,25000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.33604591869915396,True,False
1,0.5,25000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17025964035498428,True,False
1,0.5,25000,limiter.y,0,0,4,277.753570557,277.753570557,278.037384033,283.0,287.168823242,5.246429443000011,2.8237045048427176,False,False
1,0.5,25000,limiter1.y,0,0,33,84.7254867554,90.5371246338,100.0,105.431991577,119.654533386,14.8948669432,9.247975402820146,False,False
1,0.5,25000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14965149321934676,True,False
1,1.0,50000,C_level,0,0,1326,0.00999999977648,0.0799999982119,0.199581891298,0.277919560671,0.44572147727,0.19791956245909997,0.12404524023383705,False,False
1,1.0,50000,C_temperature.T,0,0,1326,273.149993896,323.280944824,327.636901855,328.436737061,329.148498535,5.155792236999957,20.932610585539443,False,False
1,1.0,50000,HT_level,0,0,3090,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22867125264403193,False,False
1,1.0,50000,HT_temperature.T,0,0,48227,283.149993896,315.43431854225,325.855911255,329.974906921,332.999755859,14.540588378749987,10.993704428813974,False,False
1,1.0,50000,RT_level,0,0,10265,0.5,1.50186920166,1.95844137669,2.0549793243425,2.70000004768,0.5531101226824999,0.4453877275452697,False,False
1,1.0,50000,RT_level_ini,0,0,8,0.0,2.00186920166,2.25,2.49504828453,2.70000004768,0.49317908287000023,0.41534392903261014,False,False
1,1.0,50000,RT_temperature.T,0,0,7585,283.033294678,301.543426514,314.207519531,323.918212891,330.554199219,22.37478637700002,13.675506896686578,False,False
1,1.0,50000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3439563287963393,True,False
1,1.0,50000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.425609076890108,True,False
1,1.0,50000,dL_rand,0,0,7,-1.80224001408,-0.49626147747,0.416882842779,0.490096747875,1.29444253445,0.9863582253450001,0.6703912442209903,False,False
1,1.0,50000,dT_rand,0,0,7,-1.80224001408,-0.49626147747,0.416882842779,0.490096747875,1.29444253445,0.9863582253450001,0.6703912442209903,False,False
1,1.0,50000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17058892699012645,True,False
1,1.0,50000,dt_rand,0,0,69,-2.52388072014,-0.873561799526,0.0,0.617358922958,2.1723074913,1.490920722484,1.002125496746677,False,False
1,1.0,50000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47886207469152736,False,False
1,1.0,50000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3212804538445226,True,False
1,1.0,50000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17536224633121092,True,False
1,1.0,50000,limiter.y,0,0,7,274.0,278.037384033,287.168823242,287.900970459,295.94442749,9.863586425999983,6.296437082875977,False,False
1,1.0,50000,limiter1.y,0,0,69,74.7611923218,91.2643814087,100.0,106.173591614,121.723075867,14.909210205299999,10.021254933336449,False,False
1,1.0,50000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16026418593113428,True,False
2,0.05,2500,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,1.1451465463614775e-16,True,False
2,0.05,2500,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,9.779024044487482e-12,True,False
2,0.05,2500,HT_level,0,0,46,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.24545335505124705,False,False
2,0.05,2500,HT_temperature.T,0,0,2500,283.149993896,288.13828277575,294.93499755849996,317.16620635975,332.99395752,29.027923584000007,16.381313091339607,False,False
2,0.05,2500,RT_level,0,0,918,0.5,1.554152995345,1.75,1.75,2.25,0.19584700465500005,0.4258895466446204,False,False
2,0.05,2500,RT_level_ini,0,0,2,0.0,0.0,2.25,2.25,2.25,2.25,1.097044375832131,False,False
2,0.05,2500,RT_temperature.T,0,0,894,283.033294678,283.033294678,283.033294678,283.05238342275,294.106628418,0.019088744749979014,1.8139462152682335,False,False
2,0.05,2500,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.15431839056401048,True,False
2,0.05,2500,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,20.0,20.0,20.0,9.531175862679627,False,False
2,0.05,2500,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2500,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.05,2500,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.09128402439224693,True,False
2,0.05,2500,dt_rand,0,0,2,-0.917386412621,0.0,0.0,0.0,0.0,0.0,0.1653435580865631,True,False
2,0.05,2500,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.49528727400723105,False,False
2,0.05,2500,inj_valve_act,0,0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.47655879313398125,False,False
2,0.05,2500,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.09549349508234177,True,False
2,0.05,2500,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
2,0.05,2500,limiter1.y,0,0,2,90.826133728,100.0,100.0,100.0,100.0,0.0,1.6534359676083883,True,False
2,0.05,2500,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,5000,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,7.35596317124228e-16,True,False
2,0.1,5000,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,1.4212276013871878e-11,True,False
2,0.1,5000,HT_level,0,0,158,0.10000000149,0.13565785065275,0.600000023842,0.600000023842,0.600000023842,0.46434217318925003,0.21735767730680242,False,False
2,0.1,5000,HT_temperature.T,0,0,5000,283.149993896,294.94485473624997,314.1665039065,324.48534393324996,332.9949646,29.540489197,15.775445112134403,False,False
2,0.1,5000,RT_level,0,0,1030,0.5,1.75,1.75,1.75,2.25,0.0,0.33663978824939167,True,False
2,0.1,5000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.8904997686509792,True,False
2,0.1,5000,RT_temperature.T,0,0,948,283.033294678,283.033294678,294.1065979,302.718933105,309.41897583,19.685638427000015,9.356678458412443,False,False
2,0.1,5000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.2256451708958826,True,False
2,0.1,5000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,7.586386139060823,True,False
2,0.1,5000,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,5000,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.1,5000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.13002900256597322,True,False
2,0.1,5000,dt_rand,0,0,4,-1.46516311169,-0.917386412621,-0.775261700153,0.0,0.0,0.917386412621,0.5878191937024572,False,False
2,0.1,5000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4487492787548796,False,False
2,0.1,5000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.37931930695297317,True,False
2,0.1,5000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.11750217594696226,True,False
2,0.1,5000,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
2,0.1,5000,limiter1.y,0,0,4,85.3483657837,90.826133728,92.2473831177,100.0,100.0,9.173866271999998,5.878193156015649,False,False
2,0.1,5000,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
2,0.2,10000,C_level,0,0,214,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0799999982119,0.0,0.017584425747403813,True,False
2,0.2,10000,C_temperature.T,0,0,214,273.149993896,273.149993896,273.149993896,273.149993896,323.280914307,0.0,13.23978564182821,True,False
2,0.2,10000,HT_level,0,0,543,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.23038008624955747,False,False
2,0.2,10000,HT_temperature.T,0,0,9956,283.149993896,310.9872665405,323.98124694850003,329.5441741945,332.997131348,18.556907653999986,14.333313112941221,False,False
2,0.2,10000,RT_level,0,0,2138,0.5,1.75,1.75,1.75,2.25,0.0,0.375875551860916,True,False
2,0.2,10000,RT_level_ini,0,0,2,0.0,2.25,2.25,2.25,2.25,0.0,0.6665506274649778,True,False
2,0.2,10000,RT_temperature.T,0,0,1690,283.033294678,294.1065979,309.418914795,321.833007812,330.421539307,27.72640991200001,16.912087125803623,False,False
2,0.2,10000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3297120880497118,True,False
2,0.2,10000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.902540728374712,True,False
2,0.2,10000,dL_rand,0,0,2,-0.324503302574,0.0,0.0,0.0,0.0,0.0,0.07772685786813659,True,False
2,0.2,10000,dT_rand,0,0,2,-0.324503302574,0.0,0.0,0.0,0.0,0.0,0.07772685786813659,True,False
2,0.2,10000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.15944068531343086,True,False
2,0.2,10000,dt_rand,0,0,13,-1.46516311169,-0.775261700153,0.0,0.657460272312,2.10690641403,1.432721972465,0.9948108522081747,False,False
2,0.2,10000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47934714703305675,False,False
2,0.2,10000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3451270364185934,True,False
2,0.2,10000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16498097427336816,True,False
2,0.2,10000,limiter.y,0,0,2,279.754974365,283.0,283.0,283.0,283.0,0.0,0.7772668084097035,True,False
2,0.2,10000,limiter1.y,0,0,13,85.3483657837,92.2473831177,100.0,106.57460022,121.069061279,14.327217102299997,9.948108477831887,False,False
2,0.2,10000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14405774975171254,True,False
2,0.5,25000,C_level,0,0,506,0.00999999977648,0.00999999977648,0.0799999982119,0.143509939313,0.175444811583,0.13350993953652,0.06271321992295636,False,False
2,0.5,25000,C_temperature.T,0,0,506,273.149993896,273.149993896,323.280914307,326.356628418,327.178833008,53.206634522,25.057314630055217,False,False
2,0.5,25000,HT_level,0,0,1494,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.2229163770531581,False,False
2,0.5,25000,HT_temperature.T,0,0,24572,283.149993896,315.331703186,325.5351257325,329.87701416,332.999908447,14.54531097399996,11.733589393837809,False,False
2,0.5,25000,RT_level,0,0,4438,0.5,0.798371851444,1.58774828911,1.75,2.25,0.951628148556,0.4858053237739054,False,False
2,0.5,25000,RT_level_ini,0,0,5,0.0,1.29837179184,2.08774828911,2.25,2.25,0.95162820816,0.5546879419306073,False,False
2,0.5,25000,RT_temperature.T,0,0,3303,283.033294678,296.24743652375,309.968383789,324.209655762,330.851318359,27.962219238249986,14.942759561084832,False,False
2,0.5,25000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3400133296837005,True,False
2,0.5,25000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,5.930151993676499,True,False
2,0.5,25000,dL_rand,0,0,4,-1.98834192753,-1.90325629711,-0.324503302574,0.0,0.0,1.90325629711,0.855237766374204,False,False
2,0.5,25000,dT_rand,0,0,4,-1.98834192753,-1.90325629711,-0.324503302574,0.0,0.0,1.90325629711,0.855237766374204,False,False
2,0.5,25000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.16702178735452305,True,False
2,0.5,25000,dt_rand,0,0,34,-2.03421115875,-0.775261700153,0.14969329536,0.657460272312,2.10690641403,1.432721972465,1.1896027980297743,False,False
2,0.5,25000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.4689789309226939,False,False
2,0.5,25000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.29650759968387896,True,False
2,0.5,25000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17321281276838046,True,False
2,0.5,25000,limiter.y,0,0,3,274.0,274.0,279.754974365,283.0,283.0,9.0,3.788774821081834,False,False
2,0.5,25000,limiter1.y,0,0,34,79.6578903198,92.2473831177,101.496932983,106.57460022,121.069061279,14.327217102299997,11.896027646118927,False,False
2,0.5,25000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.14027680030291725,True,False
2,1.0,50000,C_level,0,0,1169,0.00999999977648,0.0799999982119,0.175444811583,0.27380412817,0.391507923603,0.19380412995809998,0.11792480964431439,False,False
2,1.0,50000,C_temperature.T,0,0,1169,273.149993896,323.280914307,327.178833008,328.455413818,329.120574951,5.174499511000022,20.977691132249884,False,False
2,1.0,50000,HT_level,0,0,3003,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.22606285532884177,False,False
2,1.0,50000,HT_temperature.T,0,0,48271,283.149993896,315.14088439925,325.444000244,329.87699127225,333.0,14.736106872999983,10.91073466126776,False,False
2,1.0,50000,RT_level,0,0,9579,0.5,1.26960813999,1.67298650742,1.75,2.25,0.4803918600099999,0.43596847872544153,False,False
2,1.0,50000,RT_level_ini,0,0,9,0.0,1.76960813999,2.08774828911,2.20315408707,2.25,0.43354594708000005,0.4432019397830587,False,False
2,1.0,50000,RT_temperature.T,0,0,7116,283.033294678,296.503540039,310.784942627,324.28414917,331.134613037,27.780609131000006,14.515826080856684,False,False
2,1.0,50000,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.34069869373377276,True,False
2,1.0,50000,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,0.0,20.0,0.0,6.208175470206871,True,False
2,1.0,50000,dL_rand,0,0,8,-1.98834192753,-0.960783720016,-0.154026910663,-0.0936918258667,0.0,0.8670918941493,0.6935574469740817,False,False
2,1.0,50000,dT_rand,0,0,8,-1.98834192753,-0.960783720016,-0.154026910663,-0.0936918258667,0.0,0.8670918941493,0.6935574469740817,False,False
2,1.0,50000,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.1682565321323179,True,False
2,1.0,50000,dt_rand,0,0,67,-2.13559365273,-0.525406658649,0.0,0.768089830875,2.10690641403,1.2934964895240002,1.0532090865880557,False,False
2,1.0,50000,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.47415730944823986,False,False
2,1.0,50000,inj_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3104087735102106,True,False
2,1.0,50000,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.17294004326688545,True,False
2,1.0,50000,limiter.y,0,0,6,274.0,274.0,281.459716797,282.063079834,283.0,8.063079834000007,3.7492731240984907,False,False
2,1.0,50000,limiter1.y,0,0,67,78.6440658569,94.7459335327,100.0,107.680900574,121.069061279,12.934967041300013,10.532090605357707,False,False
2,1.0,50000,out_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.15060307176716764,True,False
3,0.05,2500,C_level,0,0,1,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.00999999977648,0.0,1.1451465463614775e-16,True,False
3,0.05,2500,C_temperature.T,0,0,1,273.149993896,273.149993896,273.149993896,273.149993896,273.149993896,0.0,9.779024044487482e-12,True,False
3,0.05,2500,HT_level,0,0,46,0.10000000149,0.10000000149,0.600000023842,0.600000023842,0.600000023842,0.500000022352,0.24545335505124705,False,False
3,0.05,2500,HT_temperature.T,0,0,2500,283.149993896,288.13828277575,294.93499755849996,317.16620635975,332.99395752,29.027923584000007,16.381313091339607,False,False
3,0.05,2500,RT_level,0,0,918,0.5,1.554152995345,1.75,1.75,2.25,0.19584700465500005,0.4258895466446204,False,False
3,0.05,2500,RT_level_ini,0,0,2,0.0,0.0,2.25,2.25,2.25,2.25,1.097044375832131,False,False
3,0.05,2500,RT_temperature.T,0,0,894,283.033294678,283.033294678,283.033294678,283.05238342275,294.106628418,0.019088744749979014,1.8139462152682335,False,False
3,0.05,2500,Relaxing.active,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.15431839056401048,True,False
3,0.05,2500,boundary.m_flow_in,0,0,2,0.0,0.0,0.0,20.0,20.0,20.0,9.531175862679627,False,False
3,0.05,2500,dL_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
3,0.05,2500,dT_rand,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
3,0.05,2500,dir_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.09128402439224693,True,False
3,0.05,2500,dt_rand,0,0,2,0.0,0.0,0.0,0.0,0.156010627747,0.0,0.02811830645857197,True,False
3,0.05,2500,heater_act,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.49528727400723105,False,False
3,0.05,2500,inj_valve_act,0,0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.47655879313398125,False,False
3,0.05,2500,inv_valve_act,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.09549349508234177,True,False
3,0.05,2500,limiter.y,0,0,1,283.0,283.0,283.0,283.0,283.0,0.0,0.0,True,True
3,0.05,2500,limiter1.y,0,0,2,100.0,100.0,100.0,100.0,101.56010437,0.0,0.28118272079615464,True,False
3,0.05,2500,out_valve_act,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
